# Papua, Indonesia 50 Year Ice Core Isotope and Chemistry Data
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/24351
#       Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/icecore/trop/papua/papua2019d1biso.txt
#       Description: NOAA location of the template
#
# Original_Source_URL:  
#       Description:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Core
#
# Dataset DOI: 
#
# Parameter_Keywords: oxygen isotopes, hydrogen isotopes, chemistry
#--------------------
# Contribution_Date
#	Date: 2019-12-09
#--------------------
# File_Last_Modified_Date
#	Date: 2019-12-09
#--------------------
# Title
#	Study_Name: Papua, Indonesia 50 Year Ice Core Isotope and Chemistry Data
#--------------------
# Investigators
#	Investigators: Permana, D.S.; Thompson, L.G.; Mosley-Thompson, E.; Davis, M.E.; Lin, P.-N.; Nicolas, J.P.; Bolzan, J.F.; Bird, B.W.; Mikhalenko, V.N.; Gabrielli, P.; Zagorodnov, V.; Mountain, K.R.; Schotterer, U.; Hanggoro, W.; Habibie, M.N.; Kaize, Y.; Gunawan, D.; Setyadi, G.; Susanto, R.D.; Fernández, A.; Mark, B.G.
#--------------------
# Description_Notes_and_Keywords
#	Description: Papua, Indonesia ice core isotope (d18O, dD, tritium) and chemistry (chloride, potassium) data for the past 50 years, plus calculated Nino3 SST. 
#	Data from 3 ice cores drilled in 2010 by the Ohio State University's Byrd Polar and Climate Reseach Center's Ice Core Paleoclimate Research Group.
#
#--------------------
# Publication 
#	Authors: Donaldi S. Permana, Lonnie G. Thompson, Ellen Mosley-Thompson, Mary E. Davis, Ping-Nan Lin, Julien P. Nicolas, John F. Bolzan, Broxton W. Bird, Vladimir N. Mikhalenko, Paolo Gabrielli, Victor Zagorodnov, Keith R. Mountain, Ulrich Schotterer, Wido Hanggoro, Muhammad N. Habibie, Yohanes Kaize, Dodo Gunawan, Gesang Setyadi, Raden D. Susanto, Alfonso Fernández, Bryan G. Mark
#	Published_Date_or_Year: 2019-12-09     
#	Published_Title: Disappearance of the last tropical glaciers in the Western Pacific Warm Pool (Papua, Indonesia) appears imminent
#	Journal_Name: Proceedings of the National Academy of Sciences
#	Volume: 
#	Edition: 
#	Issue: 
#	Pages:
#	Report_Number: 
#	DOI: 0.1073/pnas.1822037116 
#	Online_Resource: https://www.pnas.org/content/early/2019/12/03/1822037116
#	Full_Citation: 
#	Abstract: The glaciers near Puncak Jaya in Papua, Indonesia, the highest peak between the Himalayas and the Andes, are the last remaining tropical glaciers in the West Pacific Warm Pool (WPWP). Here, we report the recent, rapid retreat of the glaciers near Puncak Jaya by quantifying the loss of ice coverage and reduction of ice thickness over the last 8 y. Photographs and measurements of a 30-m accumulation stake anchored to bedrock on the summit of one of these glaciers document a rapid pace in the loss of ice cover and a ~5.4-fold increase in the thinning rate, which was augmented by the strong 2015-2016 El Nino. At the current rate of ice loss, these glaciers will likely disappear within the next decade. To further understand the mechanisms driving the observed retreat of these glaciers, 2 ~32-m-long ice cores to bedrock recovered in mid-2010 are used to reconstruct the tropical Pacific climate variability over approximately the past half-century on a quasi-interannual timescale. The ice core oxygen isotopic ratios show a significant positive linear trend since 1964 CE (0.018 ± 0.008 permil per year; P < 0.03) and also suggest that the glaciers' retreat is augmented by El Nino-Southern Oscillation processes, such as convection and warming of the atmosphere and sea surface. These Papua glaciers provide the only tropical records of ice core-derived climate variability for the WPWP.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: US National Science Foundation
#	Grant: ATM-0823586
#------------------
# Site_Information 
#	Site_Name: Puncak Jaya
#	Location: Ocean>Indian Ocean>Indonesia
#	Country: Indonesia
#	Northernmost_Latitude: -4.083 
# 	Southernmost_Latitude: -4.083 
# 	Easternmost_Longitude: 137.167
# 	Westernmost_Longitude: 137.167
# 	Elevation: 4884
#------------------
# Data_Collection   
#	Collection_Name: Papua2019D1Biso
#	Earliest_Year: 1964
#	Most_Recent_Year: 2010
#	Time_Unit: Year CE
#	Core_Length: 31.87
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: 
# 	
#----------------
# Variables 
#
# Data variables follow are preceded by "##" in columns one and two.
# Data line variables format:  one per line, shortname-tab-variable components (what, material, error, units, seasonality, data type,detail, method, C or N for Character or Numeric data, free text) 
#
## depth_m	depth, , , meter, , ice core, , ,N,
## d18O	delta 18O, bulk ice, , permil, ,ice core,,,N, A blank cell means no sample available
## dD	delta 2H, bulk ice, , permil, ,ice core,,,N, A blank cell means no sample available
## dust	dust, bulk ice, , particles per milliliter, ,ice core,,,N, particles >63 um diameter
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
depth_m	d18O	dD	dust
21.154	-17.03	-121.63	449
21.171	-17.05	-122.50	706
21.188	-16.95	-122.33	403
21.205	-16.94	-122.85	1050
21.222	-16.87	-122.86	184
21.239	-16.81	-123.13	230
21.256	-16.99	-122.94	415
21.273	-16.90	-122.67	494
21.290	-16.84	-120.70	325
21.307	-16.84	-120.93	595
21.324	-16.86	-121.36	283
21.341	-16.76	-121.71	251
21.358	-16.81	-120.84	259
21.375	-16.80	-121.45	535
21.392	-16.76	-121.39	244
21.409	-16.69	-120.45	265
21.426	-16.76	-121.45	491
21.443	-16.79	-121.03	453
21.460	-16.85	-120.65	308
21.477	-16.78	-120.45	270
21.494	-16.80	-119.98	441
21.511	-16.73	-121.15	262
21.528	-16.64	-120.38	412
21.545	-16.80	-120.27	287
21.560	-16.62	-120.17	285
21.583	-16.65	-120.10	327
21.600	-16.73	-119.72	491
21.618	-16.57	-118.92	341
21.635	-16.40	-119.06	582
21.653	-16.55	-119.20	235
21.670	-16.44	-118.42	531
21.688	-16.40	-118.77	575
21.705	-16.51	-118.71	584
21.723	-16.66	-119.00	291
21.740	-16.67	-118.95	641
21.758	-16.59	-118.26	602
21.775	-16.47	-118.20	395
21.793	-16.51	-117.57	427
21.810	-16.35	-118.88	967
21.828	-16.49	-119.20	384
21.845	-16.47	-119.31	482
21.863	-16.53	-119.60	288
21.880	-16.44	-118.58	267
21.898	-16.39	-118.52	257
21.915	-16.43	-118.58	217
21.933	-16.32	-117.95	228
21.950	-16.49	-118.68	211
21.968	-16.54	-118.27	220
21.985	-16.55	-118.69	229
22.003	-16.46	-118.97	422
22.020	-16.70	-121.45	254
22.038	-16.56	-119.32	239
22.055	-16.49	-118.80	198
22.073	-16.52	-118.42	794
22.090	-16.44	-118.40	247
22.108	-16.40	-117.89	431
22.138	-16.33	-116.64	397
22.160	-16.24	-116.27	300
22.177	-16.24	-116.23	390
22.195	-16.12	-116.21	387
22.212	-16.03	-115.03	572
22.230	-16.16	-116.59	347
22.247	-16.15	-116.05	744
22.265	-16.30	-116.88	704
22.282	-16.39	-116.46	528
22.300	-16.34	-116.35	579
22.317	-16.30	-116.82	362
22.335	-16.41	-116.89	330
22.352	-16.35	-117.37	265
22.370	-16.33	-117.60	399
22.387	-16.33	-117.63	852
22.405	-16.40	-117.26	422
22.422	-16.46	-117.59	230
22.440	-16.67	-117.74	454
22.457	-16.79	-118.02	857
22.475	-16.61	-117.67	543
22.492	-16.55	-118.05	543
22.510	-16.59	-118.19	803
22.527	-16.52	-117.86	589
22.545	-16.48	-116.84	460
22.562	-16.46	-116.90	329
22.580	-16.58	-117.71	394
22.597	-16.47	-117.36	432
22.620	-16.52	-116.85	286
22.642	-16.66	-116.70	334
22.660	-16.51	-117.28	274
22.679	-16.64	-117.21	801
22.697	-16.58	-117.55	220
22.715	-16.65	-117.38	411
22.734	-16.65	-117.78	217
22.752	-16.67	-117.80	414
22.770	-16.73	-118.30	162
22.788	-16.73	-118.51	279
22.807	-16.71	-118.00	249
22.825	-16.76	-118.10	382
22.843	-16.50	-118.23	231
22.862	-16.60	-118.71	339
22.880	-16.56	-118.86	232
22.898	-16.73	-119.04	285
22.917	-16.74	-118.54	302
22.939	-16.72	-118.77	570
22.957	-16.94	-118.77	401
22.975	-16.69	-118.61	409
22.993	-16.62	-118.12	276
23.012	-16.59	-118.20	494
23.030	-16.46	-118.28	255
23.048	-16.49	-116.96	220
23.067	-16.42	-117.81	243
23.085	-16.69	-117.59	141
23.103	-16.29	-117.75	90
23.122	-16.40	-116.81	525
23.140	-16.39	-117.51	153
23.158	-16.27	-117.17	235
23.176	-16.40	-116.93	160
23.195	-16.50	-116.76	934
23.213	-16.30	-116.29	265
23.228	-16.21	-116.23	266
23.248	-16.45	-115.67	467
23.266	-16.35	-116.94	283
23.285	-16.50	-117.12	322
23.303	-16.35	-116.39	190
23.321	-16.47	-116.44	294
23.340	-16.38	-116.51	515
23.358	-16.31	-115.71	366
23.376	-16.25	-115.44	410
23.394	-16.33	-115.46	361
23.413	-16.16	-115.80	364
23.431	-16.23	-116.50	467
23.449	-16.28	-116.46	259
23.468	-16.34	-117.10	550
23.486	-16.34	-117.01	245
23.504	-16.44	-117.69	253
23.520	-16.48	-116.53	344
23.539	-16.63	-118.82	435
23.555	-16.60	-119.57	333
23.570	-16.66	-119.83	732
23.586	-16.75	-121.31	410
23.601	-16.80	-119.58	293
23.617	-16.61	-120.29	166
23.632	-16.64	-118.78	350
23.648	-16.66	-119.56	458
23.663	-16.74	-120.33	163
23.679	-16.90	-121.08	267
23.694	-16.70	-120.19	302
23.710	-16.63	-120.07	673
23.725	-16.76	-121.16	372
23.741	-16.67	-120.05	244
23.756	-16.73	-120.00	592
23.772	-16.74	-120.04	273
23.785	-16.76	-118.78	366
23.804	-16.68	-120.21	413
23.819	-16.66	-120.34	744
23.835	-16.76	-120.64	448
23.850	-16.80	-121.55	489
23.866	-16.83	-120.77	422
23.881	-16.73	-121.31	484
23.897	-16.64	-121.49	540
23.912	-16.68	-119.65	399
23.928	-16.47	-119.19	383
23.943	-16.46	-119.12	480
23.957	-16.51	-119.42	448
23.976	-16.66	-120.00	464
23.992	-16.14	-117.39	334
24.007	-16.06	-115.78	461
24.023	-15.99	-116.75	413
24.038	-15.94	-114.81	477
24.054	-15.99	-113.38	382
24.069	-15.90	-113.44	400
24.085	-15.91	-113.74	324
24.100	-15.91	-114.42	325
24.113	-15.86	-113.19	974
24.132	-15.94	-112.84	453
24.148	-15.88	-112.47	527
24.163	-15.79	-114.11	400
24.179	-15.92	-112.81	567
24.194	-15.82	-112.98	426
24.210	-15.87	-113.22	442
24.225	-15.84	-113.87	348
24.241	-16.04	-112.42	207
24.256	-16.00	-113.11	230
24.272	-15.99	-113.41	241
24.287	-16.08	-115.56	422
24.303	-16.02	-115.83	563
24.318	-16.07	-116.15	495
24.334	-15.99	-115.28	426
24.349	-16.12	-115.09	795
24.365	-16.21	-115.04	431
24.380	-15.98	-115.41	238
24.396	-16.06	-113.77	557
24.410	-16.13	-114.35	322
24.430	-16.09	-113.40	347
24.447	-15.96	-114.36	357
24.463	-15.87	-112.78	321
24.480	-15.75	-113.12	527
24.496	-15.82	-111.62	246
24.513	-15.65	-111.00	325
24.529	-15.71	-111.13	192
24.546	-15.72	-111.75	161
24.562	-15.68	-110.31	129
24.579	-15.68	-109.63	275
24.595	-15.76	-110.83	193
24.612	-15.61	-110.57	311
24.628	-15.57	-109.20	259
24.645	-15.43	-109.99	384
24.661	-15.54	-109.30	363
24.678	-15.50	-109.76	343
24.694	-15.41	-109.89	558
24.714	-15.43	-109.20	470
24.731	-15.48	-109.02	336
24.747	-15.42	-107.91	653
24.764	-15.48	-109.30	464
24.784	-15.49	-109.42	433
24.800	-15.47	-109.73	393
24.817	-15.42	-109.45	437
24.833	-15.42	-109.81	500
24.850	-15.36	-108.71	467
24.866	-15.33	-109.28	294
24.883	-15.28	-108.69	212
24.899	-15.26	-108.82	338
24.916	-15.37	-107.59	717
24.932	-15.39	-107.81	217
24.952	-15.18	-106.85	517
24.969	-15.12	-106.59	465
24.985	-15.18	-108.35	588
25.002	-15.26	-109.33	636
25.018	-15.37	-108.09	685
25.035	-15.43	-107.69	706
25.051	-15.33	-109.09	432
25.068	-15.32	-109.87	429
25.084	-15.49	-111.76	192
25.101	-15.74	-113.03	256
25.117	-15.81	-113.97	335
25.134	-15.91	-115.09	344
25.150	-16.02	-115.49	401
25.167	-16.08	-114.65	340
25.183	-15.89	-114.61	220
25.200	-15.76	-113.41	278
25.216	-15.71	-112.66	209
25.233	-15.73	-111.38	648
25.249	-15.82	-112.11	405
25.269	-15.82	-111.54	319
25.286	-15.76	-111.30	422
25.302	-15.94	-111.78	307
25.319	-16.06	-109.26	381
25.335	-16.10	-113.76	501
25.352	-15.73	-108.85	231
25.368	-15.46	-108.65	217
25.385	-15.40	-107.15	256
25.401	-15.48	-109.81	354
25.420	-15.56	-107.18	600
25.440	-15.80	-112.33	319
25.456	-15.64	-110.48	279
25.472	-15.71	-109.23	335
25.488	-15.45	-110.15	448
25.504	-15.33	-106.28	484
25.520	-15.13	-106.83	268
25.536	-15.02	-105.87	291
25.552	-14.99	-105.59	126
25.568	-14.98	-103.18	196
25.584	-15.85	-111.33	175
25.600	-16.98	-117.92	345
25.616	-17.34	-123.02	306
25.632	-16.45	-118.66	382
25.648	-16.44	-117.66	279
25.664	-16.64	-120.08	836
25.680	-17.36	-128.79	374
25.700	-17.72	-129.95	358
25.716	-17.92	-130.24	243
25.732	-18.03	-130.20	691
25.748	-17.70	-127.82	704
25.764	-17.53	-126.20	595
25.780	-17.41	-125.69	391
25.796	-17.37	-127.16	534
25.812	-17.58	-127.53	600
25.828	-17.76	-128.29	431
25.844	-17.96	-129.95	614
25.860	-18.07	-130.19	388
25.876	-18.04	-130.92	437
25.892	-17.99	-132.23	722
25.908	-18.08	-130.90	505
25.924	-17.94	-128.98	1362
25.940	-17.98	-132.19	1359
25.956	-17.98	-131.60	1487
25.972	-17.89	-131.01	281
26.012	-17.92	-128.41	224
26.032	-17.91	-129.53	344
26.048	-17.99	-130.35	317
26.064	-18.24	-131.59	194
26.080	-18.33	-132.37	220
26.096	-18.26	-134.87	182
26.112	-18.46	-135.85	482
26.132	-18.48	-134.55	297
26.148	-18.34	-133.40	410
26.164	-18.34	-132.57	314
26.180	-18.48	-134.17	445
26.196	-18.69	-137.37	304
26.212	-18.93	-139.19	256
26.228	-19.36	-139.66	237
26.244	-19.40	-141.78	235
26.260	-19.04	-139.77	258
26.276	-18.36	-134.12	204
26.292	-18.49	-135.80	358
26.308	-18.26	-135.40	364
26.324	-17.97	-128.99	284
26.340	-18.86	-137.59	365
26.356	-17.76	-128.52	262
26.372	-18.21	-131.28	608
26.392	-18.22	-131.44	193
26.408	-18.28	-131.22	248
26.424	-18.33	-132.65	162
26.440	-18.18	-131.58	568
26.456	-18.09	-129.96	681
26.478	-18.00	-130.03	315
26.500	-18.01	-129.04	193
26.520	-17.95	-128.68	384
26.537	-17.74	-127.50	327
26.553	-17.65	-126.28	472
26.570	-17.49	-125.12	655
26.586	-17.40	-122.95	353
26.603	-17.22	-122.76	194
26.613	-17.16	-122.56	150
26.633	-17.14	-122.82	239
26.649	-17.18	-121.33	284
26.666	-17.20	-121.32	134
26.682	-17.04	-123.21	460
26.699	-17.26	-122.12	464
26.715	-17.06	-122.26	315
26.732	-16.67	-120.44	761
26.748	-16.58	-119.00	596
26.765	-16.39	-118.08	829
26.781	-16.66	-116.08	436
26.798	-16.43	-115.74	340
26.814	-16.40	-114.74	355
26.831	-16.38	-113.90	270
26.847	-16.23	-113.78	294
26.864	-16.00	-113.80	469
26.880	-16.03	-115.07	232
26.900	-16.03	-114.04	443
26.917	-15.82	-112.35	212
26.933	-15.87	-111.64	313
26.950	-15.78	-112.91	326
26.966	-15.52	-111.51	295
26.983	-15.51	-110.75	293
26.999	-15.54	-111.19	259
27.016	-15.53	-109.89	540
27.032	-15.61	-111.74	481
27.049	-15.68	-112.83	501
27.065	-15.50	-110.28	301
27.082	-15.56	-109.91	313
27.098	-15.67	-112.72	306
27.117	-15.65	-111.89	342
27.137	-15.97	-115.25	453
27.154	-15.92	-115.69	206
27.170	-15.85	-113.43	370
27.187	-16.08	-114.27	505
27.203	-15.99	-114.07	792
27.220	-15.70	-111.38	397
27.236	-15.79	-112.09	334
27.253	-15.98	-115.27	280
27.269	-16.30	-117.86	224
27.286	-16.33	-117.73	362
27.302	-16.29	-117.09	372
27.319	-16.06	-117.15	535
27.335	-15.66	-114.34	393
27.352	-15.78	-114.28	329
27.368	-15.88	-113.98	343
27.385	-15.72	-113.62	459
27.401	-15.55	-111.82	419
27.418	-15.16	-109.39	439
27.434	-15.12	-110.11	398
27.451	-15.41	-111.62	288
27.467	-15.40	-110.17	577
27.484	-15.41	-111.00	398
27.500	-15.52	-109.71	1245
27.520	-15.44	-111.01	730
27.540	-15.57	-111.08	274
27.557	-15.50	-111.80	417
27.573	-15.61	-112.94	778
27.590	-15.65	-113.39	282
27.606	-15.96	-114.48	402
27.623	-16.16	-114.86	353
27.639	-15.99	-114.63	402
27.656	-16.23	-117.39	199
27.672	-16.56	-119.58	323
27.689	-16.86	-120.07	534
27.705	-16.76	-120.67	165
27.722	-16.74	-119.55	181
27.738	-16.64	-116.95	191
27.755	-16.27	-116.11	450
27.775	-16.32	-116.64	391
27.791	-16.34	-117.05	303
27.808	-16.38	-115.85	152
27.824	-16.45	-114.59	452
27.841	-16.42	-116.84	144
27.857	-16.44	-117.19	265
27.874	-16.45	-117.50	216
27.890	-16.47	-118.00	255
27.907	-16.63	-117.32	186
27.923	-16.55	-118.40	187
27.940	-16.50	-118.46	605
27.956	-16.62	-119.32	264
27.973	-16.68	-119.27	394
27.989	-16.79	-119.54	422
28.006	-16.78	-120.24	348
28.022	-16.75	-119.76	287
28.039	-16.71	-117.96	233
28.055	-16.83	-117.77	268
28.072	-16.78	-118.35	262
28.088	-16.91	-117.39	206
28.105	-16.60	-116.45	255
28.121	-16.67	-116.92	209
28.138	-16.60	-118.17	604
28.154	-16.62	-118.18	251
28.171	-16.50	-118.05	209
28.187	-16.51	-116.52	198
28.204	-16.37	-116.82	445
28.224	-16.48	-118.61	188
28.240	-16.28	-117.08	444
28.257	-16.25	-115.19	200
28.273	-16.15	-116.39	215
28.290	-16.14	-115.85	114
28.306	-16.11	-116.70	187
28.323	-16.23	-119.49	117
28.339	-16.26	-117.96	96
28.356	-16.38	-118.70	231
28.372	-16.08	-117.72	194
28.389	-16.45	-119.63	342
28.405	-16.39	-119.37	319
28.422	-16.68	-118.03	189
28.438	-16.56	-121.10	184
28.455	-16.77	-121.12	320
28.471	-16.88	-121.66	350
28.488	-16.86	-122.25	711
28.504	-16.91	-122.82	522
28.520	-17.07	-122.12	558
28.540	-16.93	-123.97	652
28.555	-16.86	-124.02	363
28.571	-16.86	-123.66	326
28.586	-16.94	-122.29	537
28.602	-17.02	-122.25	532
28.617	-16.92	-123.65	337
28.633	-17.13	-123.92	317
28.648	-17.15	-125.06	310
28.664	-17.12	-126.09	259
28.679	-17.34	-124.99	163
28.694	-17.38	-125.68	429
28.714	-17.60	-125.41	420
28.730	-17.52	-126.89	327
28.745	-17.52	-127.10	151
28.761	-17.52	-126.04	109
28.776	-17.45	-125.14	256
28.792	-17.42	-125.34	225
28.807	-17.32	-127.32	157
28.823	-17.32	-126.86	159
28.838	-17.32	-125.53	153
28.854	-17.21	-124.85	154
28.869	-17.16	-124.04	270
28.883	-16.89	-122.61	279
28.903	-16.90	-121.33	268
28.919	-16.90	-121.95	152
28.934	-17.05	-121.08	148
28.950	-16.99	-121.41	380
28.965	-16.79	-121.30	196
28.981	-16.67	-120.57	175
28.996	-16.63	-119.64	306
29.012	-16.81	-119.58	285
29.027	-16.71	-119.08	205
29.043	-16.81	-118.09	278
29.058	-16.59	-118.24	306
29.074	-16.55	-119.21	394
29.088	-16.67	-119.42	318
29.108	-16.58	-119.14	392
29.123	-16.51	-118.67	186
29.139	-16.46	-117.92	238
29.154	-16.39	-119.26	265
29.170	-16.36	-117.75	237
29.185	-16.42	-117.25	285
29.201	-16.59	-117.27	175
29.216	-16.44	-119.02	420
29.232	-16.43	-120.06	246
29.247	-16.42	-119.53	236
29.263	-16.52	-118.72	198
29.278	-16.57	-117.67	156
29.294	-16.65	-119.39	422
29.309	-16.74	-118.92	267
29.325	-16.60	-119.68	312
29.340	-16.53	-120.34	258
29.356	-16.55	-120.05	328
29.371	-16.63	-119.32	249
29.387	-16.62	-119.33	340
29.400	-16.42	-118.66	328
29.420	-16.35	-119.62	334
29.436	-16.34	-119.90	390
29.452	-16.61	-120.35	513
29.468	-16.65	-120.09	326
29.484	-16.53	-121.21	423
29.500	-16.62	-121.76	408
29.516	-16.62	-119.18	463
29.532	-16.57	-119.65	245
29.548	-16.43	-119.08	378
29.564	-16.45	-118.51	143
29.580	-16.41	-118.57	427
29.596	-16.40	-117.55	432
29.616	-16.33	-117.24	201
29.632	-16.29	-118.08	202
29.648	-16.47	-116.43	217
29.664	-16.32	-117.46	384
29.680	-16.21	-116.66	238
29.696	-16.29	-117.17	364
29.712	-16.15	-115.98	280
29.728	-16.17	-116.78	163
29.744	-16.70	-119.40	234
29.760	-16.60	-118.94	478
29.776	-16.58	-115.63	322
29.792	-16.29	-115.93	213
29.808	-16.48	-119.54	455
29.824	-16.65	-119.39	201
29.844	-16.77	-119.02	546
29.860	-16.49	-118.84	258
29.876	-16.58	-117.98	135
29.892	-16.20	-114.81	672
29.908	-15.48	-109.28	390
29.924	-15.40	-109.55	323
29.940	-15.42	-109.07	366
29.956	-15.49	-109.73	613
29.972	-15.51	-107.88	281
29.988	-15.44	-107.68	556
30.004	-15.31	-109.18	213
30.020	-15.26	-108.77	294
30.036	-15.22	-108.21	220
30.052	-15.21	-107.83	207
30.068	-15.35	-107.02	262
30.084	-15.32	-110.22	557
30.100	-15.36	-110.69	290
30.116	-15.29	-110.06	367
30.132	-15.46	-110.18	311
30.152	-15.41	-109.00	189
30.168	-15.21	-108.96	231
30.184	-15.19	-108.98	220
30.200	-15.30	-109.28	297
30.216	-15.29	-109.43	226
30.232	-15.49	-109.80	329
30.248	-15.60	-112.25	261
30.264	-15.71	-112.19	207
30.280	-15.60	-112.29	420
30.296	-15.85	-112.41	270
30.312	-16.05	-112.71	206
30.328	-16.08	-113.88	279
30.340	-16.43	-117.23	582
30.360	-16.39	-117.36	498
30.373	-16.42	-117.40	483
30.387	-16.45	-116.95	552
30.400	-16.48	-115.98	660
30.414	-16.28	-117.95	452
30.427	-16.37	-117.09	1032
30.441	-16.39	-118.08	351
30.454	-16.46	-118.32	579
30.468	-16.47	-117.96	325
30.481	-16.43	-119.21	426
30.495	-16.41	-117.17	410
30.508	-16.38	-118.35	328
30.522	-16.41	-118.44	358
30.535	-16.57	-120.01	301
30.549	-16.36	-118.25	416
30.562	-16.31	-117.94	480
30.576	-16.64	-120.69	431
30.589	-16.95	-121.20	436
30.603	-16.58	-119.41	239
30.616	-16.70	-119.75	692
30.630	-16.99	-122.06	599
30.643	-16.55	-121.49	373
30.663	-15.95	-116.39	400
30.683	-16.41	-120.28	856
30.697	-16.50	-120.98	220
30.710	-16.77	-121.18	321
30.724	-16.81	-122.71	374
30.737	-16.85	-120.22	330
30.751	-16.81	-121.59	433
30.764	-16.79	-119.87	556
30.778	-16.76	-119.47	372
30.791	-16.76	-120.71	398
30.805	-16.73	-118.90	229
30.818	-16.28	-119.52	238
30.832	-16.18	-114.39	561
30.845	-16.42	-116.45	508
30.859	-17.36	-124.27	916
30.879	-17.73	-126.93	321
30.899	-17.14	-123.48	398
30.912	-16.87	-120.62	202
30.926	-16.88	-120.81	275
30.939	-16.93	-121.41	405
30.953	-16.85	-119.18	307
30.966	-16.74	-120.00	289
30.980	-16.64	-120.04	281
30.993	-16.63	-119.86	431
31.007	-16.47	-119.55	227
31.020	-16.24	-115.49	449
31.034	-17.00	-122.46	499
31.047	-17.27	-123.13	407
31.061	-17.01	-122.12	157
31.074	-17.26	-124.65	452
31.088	-17.46	-124.49	225
31.101	-17.34	-125.21	247
31.115	-17.46	-125.48	247
31.128	-16.72	-120.77	441
31.142	-17.17	-120.64	219
31.155	-16.42	-119.35	459
31.169	-17.38	-123.87	319
31.182	-16.89	-122.71	390
31.196	-17.03	-121.38	245
31.209	-17.07	-120.29	255
31.223	-17.04	-120.79	870
31.236	-17.94	-127.76	634
