#Jurisdiction	Cause	ResponseCategory	ProtectionZone	Year	Annee	Juridiction	DataQualifier	ISO	Niveaudintervention	Origine	Qualificatifs de donnees	Zonedeprotection	Nombre	Nombre (nul)	Number	Number (null)	Number of Records
Saskatchewan	Recreation	Full	Intensive	1990	1990	Saskatchewan	a	SK	Normale	Recreation	a	Intensive	174	174	174	174	1
Saskatchewan	Recreation	Modified	Intensive	1990	1990	Saskatchewan	u	SK	Modulee	Recreation	u	Intensive					1
Saskatchewan	Recreation	None	Intensive	1990	1990	Saskatchewan	a	SK	Aucune	Recreation	a	Intensive	0		0		1
Saskatchewan	Residents	Full	Intensive	1990	1990	Saskatchewan	a	SK	Normale	Residants	a	Intensive	157	157	157	157	1
Saskatchewan	Residents	Modified	Intensive	1990	1990	Saskatchewan	u	SK	Modulee	Residants	u	Intensive					1
Saskatchewan	Residents	None	Intensive	1990	1990	Saskatchewan	a	SK	Aucune	Residants	a	Intensive	0		0		1
Saskatchewan	Forest industry	Full	Intensive	1990	1990	Saskatchewan	a	SK	Normale	Industrie forestiere	a	Intensive	5	5	5	5	1
Saskatchewan	Forest industry	Modified	Intensive	1990	1990	Saskatchewan	u	SK	Modulee	Industrie forestiere	u	Intensive					1
Saskatchewan	Forest industry	None	Intensive	1990	1990	Saskatchewan	a	SK	Aucune	Industrie forestiere	a	Intensive	0		0		1
Saskatchewan	Railways	Full	Intensive	1990	1990	Saskatchewan	a	SK	Normale	Chemins de fer	a	Intensive	2	2	2	2	1
Saskatchewan	Railways	Modified	Intensive	1990	1990	Saskatchewan	u	SK	Modulee	Chemins de fer	u	Intensive					1
Saskatchewan	Railways	None	Intensive	1990	1990	Saskatchewan	a	SK	Aucune	Chemins de fer	a	Intensive	0		0		1
Saskatchewan	Other industry	Full	Intensive	1990	1990	Saskatchewan	a	SK	Normale	Autres industrielles	a	Intensive	7	7	7	7	1
Saskatchewan	Other industry	Modified	Intensive	1990	1990	Saskatchewan	u	SK	Modulee	Autres industrielles	u	Intensive					1
Saskatchewan	Other industry	None	Intensive	1990	1990	Saskatchewan	a	SK	Aucune	Autres industrielles	a	Intensive	0		0		1
Saskatchewan	Incendiary	Full	Intensive	1990	1990	Saskatchewan	a	SK	Normale	Incendiaires	a	Intensive	45	45	45	45	1
Saskatchewan	Incendiary	Modified	Intensive	1990	1990	Saskatchewan	u	SK	Modulee	Incendiaires	u	Intensive					1
Saskatchewan	Incendiary	None	Intensive	1990	1990	Saskatchewan	a	SK	Aucune	Incendiaires	a	Intensive	0		0		1
Saskatchewan	Miscellaneous known causes	Full	Intensive	1990	1990	Saskatchewan	a	SK	Normale	Causes diverses connues	a	Intensive	44	44	44	44	1
Saskatchewan	Miscellaneous known causes	Modified	Intensive	1990	1990	Saskatchewan	u	SK	Modulee	Causes diverses connues	u	Intensive					1
Saskatchewan	Miscellaneous known causes	None	Intensive	1990	1990	Saskatchewan	a	SK	Aucune	Causes diverses connues	a	Intensive	0		0		1
Saskatchewan	Lightning	Full	Intensive	1990	1990	Saskatchewan	a	SK	Normale	Foudre	a	Intensive	338	338	338	338	1
Saskatchewan	Lightning	Modified	Intensive	1990	1990	Saskatchewan	a	SK	Modulee	Foudre	a	Intensive	111	111	111	111	1
Saskatchewan	Lightning	None	Intensive	1990	1990	Saskatchewan	a	SK	Aucune	Foudre	a	Intensive	0		0		1
Saskatchewan	Unspecified	Full	Intensive	1990	1990	Saskatchewan	a	SK	Normale	Indeterminee	a	Intensive	14	14	14	14	1
Saskatchewan	Unspecified	Modified	Intensive	1990	1990	Saskatchewan	u	SK	Modulee	Indeterminee	u	Intensive					1
Saskatchewan	Unspecified	None	Intensive	1990	1990	Saskatchewan	a	SK	Aucune	Indeterminee	a	Intensive	0		0		1
Alberta	Recreation	Full	Intensive	1990	1990	Alberta	a	AB	Normale	Recreation	a	Intensive	116	116	116	116	1
Alberta	Recreation	Modified	Intensive	1990	1990	Alberta	a	AB	Modulee	Recreation	a	Intensive	0		0		1
Alberta	Recreation	None	Intensive	1990	1990	Alberta	a	AB	Aucune	Recreation	a	Intensive	0		0		1
Alberta	Residents	Full	Intensive	1990	1990	Alberta	a	AB	Normale	Residants	a	Intensive	93	93	93	93	1
Alberta	Residents	Modified	Intensive	1990	1990	Alberta	a	AB	Modulee	Residants	a	Intensive	0		0		1
Alberta	Residents	None	Intensive	1990	1990	Alberta	a	AB	Aucune	Residants	a	Intensive	0		0		1
Alberta	Forest industry	Full	Intensive	1990	1990	Alberta	a	AB	Normale	Industrie forestiere	a	Intensive	22	22	22	22	1
Alberta	Forest industry	Modified	Intensive	1990	1990	Alberta	a	AB	Modulee	Industrie forestiere	a	Intensive	0		0		1
Alberta	Forest industry	None	Intensive	1990	1990	Alberta	a	AB	Aucune	Industrie forestiere	a	Intensive	0		0		1
Alberta	Railways	Full	Intensive	1990	1990	Alberta	a	AB	Normale	Chemins de fer	a	Intensive	8	8	8	8	1
Alberta	Railways	Modified	Intensive	1990	1990	Alberta	a	AB	Modulee	Chemins de fer	a	Intensive	0		0		1
Alberta	Railways	None	Intensive	1990	1990	Alberta	a	AB	Aucune	Chemins de fer	a	Intensive	0		0		1
Alberta	Other industry	Full	Intensive	1990	1990	Alberta	a	AB	Normale	Autres industrielles	a	Intensive	71	71	71	71	1
Alberta	Other industry	Modified	Intensive	1990	1990	Alberta	a	AB	Modulee	Autres industrielles	a	Intensive	0		0		1
Alberta	Other industry	None	Intensive	1990	1990	Alberta	a	AB	Aucune	Autres industrielles	a	Intensive	0		0		1
Alberta	Incendiary	Full	Intensive	1990	1990	Alberta	a	AB	Normale	Incendiaires	a	Intensive	32	32	32	32	1
Alberta	Incendiary	Modified	Intensive	1990	1990	Alberta	a	AB	Modulee	Incendiaires	a	Intensive	0		0		1
Alberta	Incendiary	None	Intensive	1990	1990	Alberta	a	AB	Aucune	Incendiaires	a	Intensive	0		0		1
Alberta	Miscellaneous known causes	Full	Intensive	1990	1990	Alberta	a	AB	Normale	Causes diverses connues	a	Intensive	25	25	25	25	1
Alberta	Miscellaneous known causes	Modified	Intensive	1990	1990	Alberta	a	AB	Modulee	Causes diverses connues	a	Intensive	0		0		1
Alberta	Miscellaneous known causes	None	Intensive	1990	1990	Alberta	a	AB	Aucune	Causes diverses connues	a	Intensive	0		0		1
Alberta	Lightning	Full	Intensive	1990	1990	Alberta	a	AB	Normale	Foudre	a	Intensive	914	914	914	914	1
Alberta	Lightning	Modified	Intensive	1990	1990	Alberta	a	AB	Modulee	Foudre	a	Intensive	0		0		1
Alberta	Lightning	None	Intensive	1990	1990	Alberta	a	AB	Aucune	Foudre	a	Intensive	0		0		1
Alberta	Unspecified	Full	Intensive	1990	1990	Alberta	a	AB	Normale	Indeterminee	a	Intensive	15	15	15	15	1
Alberta	Unspecified	Modified	Intensive	1990	1990	Alberta	a	AB	Modulee	Indeterminee	a	Intensive	0		0		1
Alberta	Unspecified	None	Intensive	1990	1990	Alberta	a	AB	Aucune	Indeterminee	a	Intensive	0		0		1
British Columbia	Recreation	Full	Intensive	1990	1990	Colombie-Britannique	a	BC	Normale	Recreation	a	Intensive	315	315	315	315	1
British Columbia	Recreation	Modified	Intensive	1990	1990	Colombie-Britannique	a	BC	Modulee	Recreation	a	Intensive	0		0		1
British Columbia	Recreation	None	Intensive	1990	1990	Colombie-Britannique	a	BC	Aucune	Recreation	a	Intensive	0		0		1
British Columbia	Residents	Full	Intensive	1990	1990	Colombie-Britannique	a	BC	Normale	Residants	a	Intensive	116	116	116	116	1
British Columbia	Residents	Modified	Intensive	1990	1990	Colombie-Britannique	a	BC	Modulee	Residants	a	Intensive	0		0		1
British Columbia	Residents	None	Intensive	1990	1990	Colombie-Britannique	a	BC	Aucune	Residants	a	Intensive	0		0		1
British Columbia	Forest industry	Full	Intensive	1990	1990	Colombie-Britannique	a	BC	Normale	Industrie forestiere	a	Intensive	185	185	185	185	1
British Columbia	Forest industry	Modified	Intensive	1990	1990	Colombie-Britannique	a	BC	Modulee	Industrie forestiere	a	Intensive	0		0		1
British Columbia	Forest industry	None	Intensive	1990	1990	Colombie-Britannique	a	BC	Aucune	Industrie forestiere	a	Intensive	0		0		1
British Columbia	Railways	Full	Intensive	1990	1990	Colombie-Britannique	a	BC	Normale	Chemins de fer	a	Intensive	35	35	35	35	1
British Columbia	Railways	Modified	Intensive	1990	1990	Colombie-Britannique	a	BC	Modulee	Chemins de fer	a	Intensive	0		0		1
British Columbia	Railways	None	Intensive	1990	1990	Colombie-Britannique	a	BC	Aucune	Chemins de fer	a	Intensive	0		0		1
British Columbia	Other industry	Full	Intensive	1990	1990	Colombie-Britannique	a	BC	Normale	Autres industrielles	a	Intensive	224	224	224	224	1
British Columbia	Other industry	Modified	Intensive	1990	1990	Colombie-Britannique	a	BC	Modulee	Autres industrielles	a	Intensive	0		0		1
British Columbia	Other industry	None	Intensive	1990	1990	Colombie-Britannique	a	BC	Aucune	Autres industrielles	a	Intensive	0		0		1
British Columbia	Incendiary	Full	Intensive	1990	1990	Colombie-Britannique	a	BC	Normale	Incendiaires	a	Intensive	93	93	93	93	1
British Columbia	Incendiary	Modified	Intensive	1990	1990	Colombie-Britannique	a	BC	Modulee	Incendiaires	a	Intensive	0		0		1
British Columbia	Incendiary	None	Intensive	1990	1990	Colombie-Britannique	a	BC	Aucune	Incendiaires	a	Intensive	0		0		1
British Columbia	Miscellaneous known causes	Full	Intensive	1990	1990	Colombie-Britannique	a	BC	Normale	Causes diverses connues	a	Intensive	235	235	235	235	1
British Columbia	Miscellaneous known causes	Modified	Intensive	1990	1990	Colombie-Britannique	a	BC	Modulee	Causes diverses connues	a	Intensive	0		0		1
British Columbia	Miscellaneous known causes	None	Intensive	1990	1990	Colombie-Britannique	a	BC	Aucune	Causes diverses connues	a	Intensive	0		0		1
British Columbia	Lightning	Full	Intensive	1990	1990	Colombie-Britannique	a	BC	Normale	Foudre	a	Intensive	2015	2015	2015	2015	1
British Columbia	Lightning	Modified	Intensive	1990	1990	Colombie-Britannique	a	BC	Modulee	Foudre	a	Intensive	0		0		1
British Columbia	Lightning	None	Intensive	1990	1990	Colombie-Britannique	a	BC	Aucune	Foudre	a	Intensive	0		0		1
British Columbia	Unspecified	Full	Intensive	1990	1990	Colombie-Britannique	a	BC	Normale	Indeterminee	a	Intensive	37	37	37	37	1
British Columbia	Unspecified	Modified	Intensive	1990	1990	Colombie-Britannique	a	BC	Modulee	Indeterminee	a	Intensive	0		0		1
British Columbia	Unspecified	None	Intensive	1990	1990	Colombie-Britannique	a	BC	Aucune	Indeterminee	a	Intensive	0		0		1
Yukon	Recreation	Full	Intensive	1990	1990	Yukon	a	YK	Normale	Recreation	a	Intensive	54	54	54	54	1
Yukon	Recreation	Modified	Intensive	1990	1990	Yukon	u	YK	Modulee	Recreation	u	Intensive					1
Yukon	Recreation	None	Intensive	1990	1990	Yukon	a	YK	Aucune	Recreation	a	Intensive	0		0		1
Yukon	Residents	Full	Intensive	1990	1990	Yukon	a	YK	Normale	Residants	a	Intensive	13	13	13	13	1
Yukon	Residents	Modified	Intensive	1990	1990	Yukon	u	YK	Modulee	Residants	u	Intensive					1
Yukon	Residents	None	Intensive	1990	1990	Yukon	a	YK	Aucune	Residants	a	Intensive	0		0		1
Yukon	Forest industry	Full	Intensive	1990	1990	Yukon	a	YK	Normale	Industrie forestiere	a	Intensive	1	1	1	1	1
Yukon	Forest industry	Modified	Intensive	1990	1990	Yukon	u	YK	Modulee	Industrie forestiere	u	Intensive					1
Yukon	Forest industry	None	Intensive	1990	1990	Yukon	a	YK	Aucune	Industrie forestiere	a	Intensive	0		0		1
Yukon	Railways	Full	Intensive	1990	1990	Yukon	a	YK	Normale	Chemins de fer	a	Intensive	0		0		1
Yukon	Railways	Modified	Intensive	1990	1990	Yukon	a	YK	Modulee	Chemins de fer	a	Intensive	0		0		1
Yukon	Railways	None	Intensive	1990	1990	Yukon	a	YK	Aucune	Chemins de fer	a	Intensive	0		0		1
Yukon	Other industry	Full	Intensive	1990	1990	Yukon	a	YK	Normale	Autres industrielles	a	Intensive	7	7	7	7	1
Yukon	Other industry	Modified	Intensive	1990	1990	Yukon	u	YK	Modulee	Autres industrielles	u	Intensive					1
Yukon	Other industry	None	Intensive	1990	1990	Yukon	a	YK	Aucune	Autres industrielles	a	Intensive	0		0		1
Yukon	Incendiary	Full	Intensive	1990	1990	Yukon	a	YK	Normale	Incendiaires	a	Intensive	0		0		1
Yukon	Incendiary	Modified	Intensive	1990	1990	Yukon	a	YK	Modulee	Incendiaires	a	Intensive	0		0		1
Yukon	Incendiary	None	Intensive	1990	1990	Yukon	a	YK	Aucune	Incendiaires	a	Intensive	0		0		1
Yukon	Miscellaneous known causes	Full	Intensive	1990	1990	Yukon	a	YK	Normale	Causes diverses connues	a	Intensive	5	5	5	5	1
Yukon	Miscellaneous known causes	Modified	Intensive	1990	1990	Yukon	u	YK	Modulee	Causes diverses connues	u	Intensive					1
Yukon	Miscellaneous known causes	None	Intensive	1990	1990	Yukon	a	YK	Aucune	Causes diverses connues	a	Intensive	0		0		1
Yukon	Lightning	Full	Intensive	1990	1990	Yukon	a	YK	Normale	Foudre	a	Intensive	74	74	74	74	1
Yukon	Lightning	Modified	Intensive	1990	1990	Yukon	u	YK	Modulee	Foudre	u	Intensive					1
Yukon	Lightning	None	Intensive	1990	1990	Yukon	a	YK	Aucune	Foudre	a	Intensive	0		0		1
Yukon	Unspecified	Full	Intensive	1990	1990	Yukon	a	YK	Normale	Indeterminee	a	Intensive	0		0		1
Yukon	Unspecified	Modified	Intensive	1990	1990	Yukon	a	YK	Modulee	Indeterminee	a	Intensive	0		0		1
Yukon	Unspecified	None	Intensive	1990	1990	Yukon	a	YK	Aucune	Indeterminee	a	Intensive	0		0		1
Northwest Territories	Recreation	Full	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Normale	Recreation	a	Intensive	20	20	20	20	1
Northwest Territories	Recreation	Modified	Intensive	1990	1990	Territoires du Nord-Ouest	u	NT	Modulee	Recreation	u	Intensive					1
Northwest Territories	Recreation	None	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Aucune	Recreation	a	Intensive	0		0		1
Northwest Territories	Residents	Full	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Normale	Residants	a	Intensive	12	12	12	12	1
Northwest Territories	Residents	Modified	Intensive	1990	1990	Territoires du Nord-Ouest	u	NT	Modulee	Residants	u	Intensive					1
Northwest Territories	Residents	None	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Aucune	Residants	a	Intensive	0		0		1
Northwest Territories	Forest industry	Full	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Normale	Industrie forestiere	a	Intensive	0		0		1
Northwest Territories	Forest industry	Modified	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Modulee	Industrie forestiere	a	Intensive	0		0		1
Northwest Territories	Forest industry	None	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Aucune	Industrie forestiere	a	Intensive	0		0		1
Northwest Territories	Railways	Full	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Normale	Chemins de fer	a	Intensive	0		0		1
Northwest Territories	Railways	Modified	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Modulee	Chemins de fer	a	Intensive	0		0		1
Northwest Territories	Railways	None	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Aucune	Chemins de fer	a	Intensive	0		0		1
Northwest Territories	Other industry	Full	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Normale	Autres industrielles	a	Intensive	2	2	2	2	1
Northwest Territories	Other industry	Modified	Intensive	1990	1990	Territoires du Nord-Ouest	u	NT	Modulee	Autres industrielles	u	Intensive					1
Northwest Territories	Other industry	None	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Aucune	Autres industrielles	a	Intensive	0		0		1
Northwest Territories	Incendiary	Full	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Normale	Incendiaires	a	Intensive	1	1	1	1	1
Northwest Territories	Incendiary	Modified	Intensive	1990	1990	Territoires du Nord-Ouest	u	NT	Modulee	Incendiaires	u	Intensive					1
Northwest Territories	Incendiary	None	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Aucune	Incendiaires	a	Intensive	0		0		1
Northwest Territories	Miscellaneous known causes	Full	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Normale	Causes diverses connues	a	Intensive	3	3	3	3	1
Northwest Territories	Miscellaneous known causes	Modified	Intensive	1990	1990	Territoires du Nord-Ouest	u	NT	Modulee	Causes diverses connues	u	Intensive					1
Northwest Territories	Miscellaneous known causes	None	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Aucune	Causes diverses connues	a	Intensive	0		0		1
Northwest Territories	Lightning	Full	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Normale	Foudre	a	Intensive	167	167	167	167	1
Northwest Territories	Lightning	Modified	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Modulee	Foudre	a	Intensive	29	29	29	29	1
Northwest Territories	Lightning	None	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Aucune	Foudre	a	Intensive	0		0		1
Northwest Territories	Unspecified	Full	Intensive	1990	1990	Territoires du Nord-Ouest	u	NT	Normale	Indeterminee	u	Intensive					1
Northwest Territories	Unspecified	Modified	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Modulee	Indeterminee	a	Intensive	2	2	2	2	1
Northwest Territories	Unspecified	None	Intensive	1990	1990	Territoires du Nord-Ouest	a	NT	Aucune	Indeterminee	a	Intensive	0		0		1
National parks	Recreation	Full	Intensive	1990	1990	Parcs nationaux	a	NP	Normale	Recreation	a	Intensive	0		0		1
National parks	Recreation	Modified	Intensive	1990	1990	Parcs nationaux	a	NP	Modulee	Recreation	a	Intensive	0		0		1
Saskatchewan	Forest industry	Full	Intensive	1996	1996	Saskatchewan	E	SK	Normale	Industrie forestiere	E	Intensive	8	8	8	8	1
Saskatchewan	Incendiary	Full	Intensive	1996	1996	Saskatchewan	E	SK	Normale	Incendiaires	E	Intensive	17	17	17	17	1
Saskatchewan	Lightning	Full	Intensive	1996	1996	Saskatchewan	E	SK	Normale	Foudre	E	Intensive	202	202	202	202	1
Saskatchewan	Miscellaneous known causes	Full	Intensive	1996	1996	Saskatchewan	E	SK	Normale	Causes diverses connues	E	Intensive	16	16	16	16	1
Saskatchewan	Other industry	Full	Intensive	1996	1996	Saskatchewan	E	SK	Normale	Autres industrielles	E	Intensive	2	2	2	2	1
Saskatchewan	Railways	Full	Intensive	1996	1996	Saskatchewan	E	SK	Normale	Chemins de fer	E	Intensive	0		0		1
Saskatchewan	Recreation	Full	Intensive	1996	1996	Saskatchewan	E	SK	Normale	Recreation	E	Intensive	82	82	82	82	1
Saskatchewan	Residents	Full	Intensive	1996	1996	Saskatchewan	E	SK	Normale	Residants	E	Intensive	95	95	95	95	1
Manitoba	Forest industry	Full	Intensive	1991	1991	Manitoba	U	MB	Normale	Industrie forestiere	U	Intensive					1
Manitoba	Forest industry	Full	Intensive	1992	1992	Manitoba	U	MB	Normale	Industrie forestiere	U	Intensive					1
Manitoba	Forest industry	Full	Intensive	1993	1993	Manitoba	U	MB	Normale	Industrie forestiere	U	Intensive					1
Manitoba	Forest industry	Full	Intensive	1994	1994	Manitoba	U	MB	Normale	Industrie forestiere	U	Intensive					1
Manitoba	Forest industry	Full	Intensive	1995	1995	Manitoba	U	MB	Normale	Industrie forestiere	U	Intensive					1
Manitoba	Incendiary	Full	Intensive	1991	1991	Manitoba	U	MB	Normale	Incendiaires	U	Intensive					1
Manitoba	Incendiary	Full	Intensive	1992	1992	Manitoba	U	MB	Normale	Incendiaires	U	Intensive					1
Manitoba	Incendiary	Full	Intensive	1993	1993	Manitoba	U	MB	Normale	Incendiaires	U	Intensive					1
Manitoba	Incendiary	Full	Intensive	1994	1994	Manitoba	U	MB	Normale	Incendiaires	U	Intensive					1
Manitoba	Incendiary	Full	Intensive	1995	1995	Manitoba	U	MB	Normale	Incendiaires	U	Intensive					1
Manitoba	Lightning	Full	Intensive	1991	1991	Manitoba	U	MB	Normale	Foudre	U	Intensive					1
Manitoba	Lightning	Full	Intensive	1992	1992	Manitoba	U	MB	Normale	Foudre	U	Intensive					1
Manitoba	Lightning	Full	Intensive	1993	1993	Manitoba	U	MB	Normale	Foudre	U	Intensive					1
Manitoba	Lightning	Full	Intensive	1994	1994	Manitoba	U	MB	Normale	Foudre	U	Intensive					1
Manitoba	Lightning	Full	Intensive	1995	1995	Manitoba	U	MB	Normale	Foudre	U	Intensive					1
Manitoba	Miscellaneous known causes	Full	Intensive	1991	1991	Manitoba	U	MB	Normale	Causes diverses connues	U	Intensive					1
Manitoba	Miscellaneous known causes	Full	Intensive	1992	1992	Manitoba	U	MB	Normale	Causes diverses connues	U	Intensive					1
Manitoba	Miscellaneous known causes	Full	Intensive	1993	1993	Manitoba	U	MB	Normale	Causes diverses connues	U	Intensive					1
Manitoba	Miscellaneous known causes	Full	Intensive	1994	1994	Manitoba	U	MB	Normale	Causes diverses connues	U	Intensive					1
Manitoba	Miscellaneous known causes	Full	Intensive	1995	1995	Manitoba	U	MB	Normale	Causes diverses connues	U	Intensive					1
Manitoba	Other industry	Full	Intensive	1991	1991	Manitoba	U	MB	Normale	Autres industrielles	U	Intensive					1
Manitoba	Other industry	Full	Intensive	1992	1992	Manitoba	U	MB	Normale	Autres industrielles	U	Intensive					1
Manitoba	Other industry	Full	Intensive	1993	1993	Manitoba	U	MB	Normale	Autres industrielles	U	Intensive					1
Manitoba	Other industry	Full	Intensive	1994	1994	Manitoba	U	MB	Normale	Autres industrielles	U	Intensive					1
Manitoba	Other industry	Full	Intensive	1995	1995	Manitoba	U	MB	Normale	Autres industrielles	U	Intensive					1
Manitoba	Railways	Full	Intensive	1991	1991	Manitoba	U	MB	Normale	Chemins de fer	U	Intensive					1
Manitoba	Railways	Full	Intensive	1992	1992	Manitoba	U	MB	Normale	Chemins de fer	U	Intensive					1
Manitoba	Railways	Full	Intensive	1993	1993	Manitoba	U	MB	Normale	Chemins de fer	U	Intensive					1
Manitoba	Railways	Full	Intensive	1994	1994	Manitoba	U	MB	Normale	Chemins de fer	U	Intensive					1
Manitoba	Railways	Full	Intensive	1995	1995	Manitoba	U	MB	Normale	Chemins de fer	U	Intensive					1
Manitoba	Recreation	Full	Intensive	1991	1991	Manitoba	U	MB	Normale	Recreation	U	Intensive					1
Manitoba	Recreation	Full	Intensive	1992	1992	Manitoba	U	MB	Normale	Recreation	U	Intensive					1
Manitoba	Recreation	Full	Intensive	1993	1993	Manitoba	U	MB	Normale	Recreation	U	Intensive					1
Manitoba	Recreation	Full	Intensive	1994	1994	Manitoba	U	MB	Normale	Recreation	U	Intensive					1
Manitoba	Recreation	Full	Intensive	1995	1995	Manitoba	U	MB	Normale	Recreation	U	Intensive					1
Manitoba	Residents	Full	Intensive	1991	1991	Manitoba	U	MB	Normale	Residants	U	Intensive					1
Manitoba	Residents	Full	Intensive	1992	1992	Manitoba	U	MB	Normale	Residants	U	Intensive					1
Manitoba	Residents	Full	Intensive	1993	1993	Manitoba	U	MB	Normale	Residants	U	Intensive					1
Manitoba	Residents	Full	Intensive	1994	1994	Manitoba	U	MB	Normale	Residants	U	Intensive					1
Manitoba	Residents	Full	Intensive	1995	1995	Manitoba	U	MB	Normale	Residants	U	Intensive					1
Manitoba	Unspecified	Full	Intensive	1992	1992	Manitoba	U	MB	Normale	Indeterminee	U	Intensive					1
Manitoba	Unspecified	Full	Intensive	1994	1994	Manitoba	U	MB	Normale	Indeterminee	U	Intensive					1
Alberta	Forest industry	Full	Intensive	1991	1991	Alberta	a	AB	Normale	Industrie forestiere	a	Intensive	14	14	14	14	1
Alberta	Forest industry	Full	Intensive	1992	1992	Alberta	a	AB	Normale	Industrie forestiere	a	Intensive	12	12	12	12	1
Alberta	Forest industry	Full	Intensive	1993	1993	Alberta	a	AB	Normale	Industrie forestiere	a	Intensive	11	11	11	11	1
Alberta	Forest industry	Full	Intensive	1994	1994	Alberta	a	AB	Normale	Industrie forestiere	a	Intensive	13	13	13	13	1
Alberta	Forest industry	Full	Intensive	1995	1995	Alberta	a	AB	Normale	Industrie forestiere	a	Intensive	14	14	14	14	1
