#Jurisdiction	Cause	Response Category	Protection Zone	Year	Annee	Juridiction	Data Qualifier	Area (hectares)	Area (hectares) null
Prince Edward Island	Miscellaneous known causes	Full	Intensive	1991	1991	Ile-du-Prince-Edouard	a	1	1
Prince Edward Island	Miscellaneous known causes	Modified	Intensive	1991	1991	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Miscellaneous known causes	None	Intensive	1991	1991	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Lightning	Full	Intensive	1991	1991	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Lightning	Modified	Intensive	1991	1991	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Lightning	None	Intensive	1991	1991	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Unspecified	Full	Intensive	1991	1991	Ile-du-Prince-Edouard	a	79	79
Prince Edward Island	Unspecified	Modified	Intensive	1991	1991	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Unspecified	None	Intensive	1991	1991	Ile-du-Prince-Edouard	a	0	
Nova Scotia	Recreation	Full	Intensive	1991	1991	Nouvelle-Ecosse	a	671	671
Nova Scotia	Recreation	Modified	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Recreation	None	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Residents	Full	Intensive	1991	1991	Nouvelle-Ecosse	a	261	261
Nova Scotia	Residents	Modified	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Residents	None	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Forest industry	Full	Intensive	1991	1991	Nouvelle-Ecosse	a	164	164
Nova Scotia	Forest industry	Modified	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Forest industry	None	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Railways	Full	Intensive	1991	1991	Nouvelle-Ecosse	a	115	115
Nova Scotia	Railways	Modified	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Railways	None	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Other industry	Full	Intensive	1991	1991	Nouvelle-Ecosse	a	16	16
Nova Scotia	Other industry	Modified	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Other industry	None	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Incendiary	Full	Intensive	1991	1991	Nouvelle-Ecosse	a	414	414
Nova Scotia	Incendiary	Modified	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Incendiary	None	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Miscellaneous known causes	Full	Intensive	1991	1991	Nouvelle-Ecosse	a	71	71
Nova Scotia	Miscellaneous known causes	Modified	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Miscellaneous known causes	None	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Lightning	Full	Intensive	1991	1991	Nouvelle-Ecosse	a	18	18
Nova Scotia	Lightning	Modified	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Lightning	None	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Unspecified	Full	Intensive	1991	1991	Nouvelle-Ecosse	a	46	46
Nova Scotia	Unspecified	Modified	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
Nova Scotia	Unspecified	None	Intensive	1991	1991	Nouvelle-Ecosse	a	0	
New Brunswick	Recreation	Full	Intensive	1991	1991	Nouveau-Brunswick	a	85	85
New Brunswick	Recreation	Modified	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Recreation	None	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Residents	Full	Intensive	1991	1991	Nouveau-Brunswick	a	79	79
New Brunswick	Residents	Modified	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Residents	None	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Forest industry	Full	Intensive	1991	1991	Nouveau-Brunswick	a	374	374
New Brunswick	Forest industry	Modified	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Forest industry	None	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Railways	Full	Intensive	1991	1991	Nouveau-Brunswick	a	9	9
New Brunswick	Railways	Modified	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Railways	None	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Other industry	Full	Intensive	1991	1991	Nouveau-Brunswick	a	2609	2609
New Brunswick	Other industry	Modified	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Other industry	None	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Full	Intensive	1991	1991	Nouveau-Brunswick	a	36	36
New Brunswick	Incendiary	Modified	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Incendiary	None	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Full	Intensive	1991	1991	Nouveau-Brunswick	a	20	20
New Brunswick	Miscellaneous known causes	Modified	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	None	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Lightning	Full	Intensive	1991	1991	Nouveau-Brunswick	a	57	57
New Brunswick	Lightning	Modified	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Lightning	None	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Unspecified	Full	Intensive	1991	1991	Nouveau-Brunswick	a	53	53
New Brunswick	Unspecified	Modified	Intensive	1991	1991	Nouveau-Brunswick	n		
New Brunswick	Unspecified	None	Intensive	1991	1991	Nouveau-Brunswick	n		
Quebec	Recreation	Full	Intensive	1991	1991	Quebec	a	1541	1541
Quebec	Recreation	Modified	Intensive	1991	1991	Quebec	a	0	
Quebec	Recreation	None	Intensive	1991	1991	Quebec	a	0	
Quebec	Residents	Full	Intensive	1991	1991	Quebec	a	509	509
Quebec	Residents	Modified	Intensive	1991	1991	Quebec	a	0	
Quebec	Residents	None	Intensive	1991	1991	Quebec	a	8	8
Quebec	Forest industry	Full	Intensive	1991	1991	Quebec	a	40151	40151
Quebec	Forest industry	Modified	Intensive	1991	1991	Quebec	a	0	
Quebec	Forest industry	None	Intensive	1991	1991	Quebec	a	0	
Quebec	Railways	Full	Intensive	1991	1991	Quebec	a	36	36
Quebec	Railways	Modified	Intensive	1991	1991	Quebec	a	0	
Quebec	Railways	None	Intensive	1991	1991	Quebec	a	0	
Quebec	Other industry	Full	Intensive	1991	1991	Quebec	a	101	101
Quebec	Other industry	Modified	Intensive	1991	1991	Quebec	a	0	
Quebec	Other industry	None	Intensive	1991	1991	Quebec	a	0	
Quebec	Incendiary	Full	Intensive	1991	1991	Quebec	a	26	26
Quebec	Incendiary	Modified	Intensive	1991	1991	Quebec	a	0	
Quebec	Incendiary	None	Intensive	1991	1991	Quebec	a	1	1
Quebec	Miscellaneous known causes	Full	Intensive	1991	1991	Quebec	a	12	12
Quebec	Miscellaneous known causes	Modified	Intensive	1991	1991	Quebec	a	0	
Quebec	Miscellaneous known causes	None	Intensive	1991	1991	Quebec	a	0	
Quebec	Lightning	Full	Intensive	1991	1991	Quebec	a	337492	337492
Quebec	Lightning	Modified	Intensive	1991	1991	Quebec	a	0	
Quebec	Lightning	None	Intensive	1991	1991	Quebec	a	15	15
Quebec	Unspecified	Full	Intensive	1991	1991	Quebec	a	0	
Quebec	Unspecified	Modified	Intensive	1991	1991	Quebec	a	0	
Quebec	Unspecified	None	Intensive	1991	1991	Quebec	a	0	
Ontario	Recreation	Full	Intensive	1991	1991	Ontario	a	5282	5282
Ontario	Recreation	Modified	Intensive	1991	1991	Ontario	a	1	1
Ontario	Recreation	None	Intensive	1991	1991	Ontario	a	0	
Ontario	Residents	Full	Intensive	1991	1991	Ontario	a	983	983
Ontario	Residents	Modified	Intensive	1991	1991	Ontario	a	283	283
Ontario	Residents	None	Intensive	1991	1991	Ontario	a	10	10
Ontario	Forest industry	Full	Intensive	1991	1991	Ontario	a	204	204
Ontario	Forest industry	Modified	Intensive	1991	1991	Ontario	s		
Ontario	Forest industry	None	Intensive	1991	1991	Ontario	a	0	
Ontario	Railways	Full	Intensive	1991	1991	Ontario	a	341	341
Ontario	Railways	Modified	Intensive	1991	1991	Ontario	a	37	37
Ontario	Railways	None	Intensive	1991	1991	Ontario	a	0	
Ontario	Other industry	Full	Intensive	1991	1991	Ontario	a	209	209
Ontario	Other industry	Modified	Intensive	1991	1991	Ontario	a	0	
Ontario	Other industry	None	Intensive	1991	1991	Ontario	a	0	
Ontario	Incendiary	Full	Intensive	1991	1991	Ontario	a	104	104
Ontario	Incendiary	Modified	Intensive	1991	1991	Ontario	s		
Ontario	Incendiary	None	Intensive	1991	1991	Ontario	a	0	
Ontario	Miscellaneous known causes	Full	Intensive	1991	1991	Ontario	a	1586	1586
Ontario	Miscellaneous known causes	Modified	Intensive	1991	1991	Ontario	a	26	26
Ontario	Miscellaneous known causes	None	Intensive	1991	1991	Ontario	s		
Ontario	Lightning	Full	Intensive	1991	1991	Ontario	a	3011	3011
Ontario	Lightning	Modified	Intensive	1991	1991	Ontario	a	1	1
Ontario	Lightning	None	Intensive	1991	1991	Ontario	a	1	1
Ontario	Unspecified	Full	Intensive	1991	1991	Ontario	a	48	48
Ontario	Unspecified	Modified	Intensive	1991	1991	Ontario	s		
Ontario	Unspecified	None	Intensive	1991	1991	Ontario	a	0	
Manitoba	Recreation	Full	Intensive	1991	1991	Manitoba	U		
Manitoba	Recreation	Modified	Intensive	1991	1991	Manitoba	U		
Manitoba	Recreation	None	Intensive	1991	1991	Manitoba	a	0	
Manitoba	Residents	Full	Intensive	1991	1991	Manitoba	U		
Manitoba	Residents	Modified	Intensive	1991	1991	Manitoba	U		
Manitoba	Residents	None	Intensive	1991	1991	Manitoba	a	0	
Manitoba	Forest industry	Full	Intensive	1991	1991	Manitoba	U		
Manitoba	Forest industry	Modified	Intensive	1991	1991	Manitoba	U		
Manitoba	Forest industry	None	Intensive	1991	1991	Manitoba	a	0	
Manitoba	Railways	Full	Intensive	1991	1991	Manitoba	U		
Manitoba	Railways	Modified	Intensive	1991	1991	Manitoba	U		
Manitoba	Railways	None	Intensive	1991	1991	Manitoba	a	0	
Manitoba	Other industry	Full	Intensive	1991	1991	Manitoba	U		
Manitoba	Other industry	Modified	Intensive	1991	1991	Manitoba	U		
Manitoba	Other industry	None	Intensive	1991	1991	Manitoba	a	0	
Manitoba	Incendiary	Full	Intensive	1991	1991	Manitoba	U		
Manitoba	Incendiary	Modified	Intensive	1991	1991	Manitoba	U		
Manitoba	Incendiary	None	Intensive	1991	1991	Manitoba	a	0	
Manitoba	Miscellaneous known causes	Full	Intensive	1991	1991	Manitoba	U		
Manitoba	Miscellaneous known causes	Modified	Intensive	1991	1991	Manitoba	U		
Manitoba	Miscellaneous known causes	None	Intensive	1991	1991	Manitoba	a	0	
Manitoba	Lightning	Full	Intensive	1991	1991	Manitoba	U		
Manitoba	Lightning	Modified	Intensive	1991	1991	Manitoba	U		
Manitoba	Lightning	None	Intensive	1991	1991	Manitoba	a	0	
Manitoba	Unspecified	Full	Intensive	1991	1991	Manitoba	a	0	
Manitoba	Unspecified	Modified	Intensive	1991	1991	Manitoba	a	0	
Manitoba	Unspecified	None	Intensive	1991	1991	Manitoba	a	0	
Saskatchewan	Recreation	Full	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Recreation	Modified	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Recreation	None	Intensive	1991	1991	Saskatchewan	a	0	
Saskatchewan	Residents	Full	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Residents	Modified	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Residents	None	Intensive	1991	1991	Saskatchewan	a	0	
Saskatchewan	Forest industry	Full	Intensive	1991	1991	Saskatchewan	a	0	
Saskatchewan	Forest industry	Modified	Intensive	1991	1991	Saskatchewan	a	0	
Saskatchewan	Forest industry	None	Intensive	1991	1991	Saskatchewan	a	0	
Saskatchewan	Railways	Full	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Railways	Modified	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Railways	None	Intensive	1991	1991	Saskatchewan	a	0	
Saskatchewan	Other industry	Full	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Other industry	Modified	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Other industry	None	Intensive	1991	1991	Saskatchewan	a	0	
Saskatchewan	Incendiary	Full	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Incendiary	Modified	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Incendiary	None	Intensive	1991	1991	Saskatchewan	a	0	
Saskatchewan	Miscellaneous known causes	Full	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Miscellaneous known causes	Modified	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Miscellaneous known causes	None	Intensive	1991	1991	Saskatchewan	a	0	
Saskatchewan	Lightning	Full	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Lightning	Modified	Intensive	1991	1991	Saskatchewan	u		
Saskatchewan	Lightning	None	Intensive	1991	1991	Saskatchewan	a	0	
Saskatchewan	Unspecified	Full	Intensive	1991	1991	Saskatchewan	a	0	
Saskatchewan	Unspecified	Modified	Intensive	1991	1991	Saskatchewan	a	0	
Saskatchewan	Unspecified	None	Intensive	1991	1991	Saskatchewan	a	0	
Alberta	Recreation	Full	Intensive	1991	1991	Alberta	a	857	857
Alberta	Recreation	Modified	Intensive	1991	1991	Alberta	a	0	
Alberta	Recreation	None	Intensive	1991	1991	Alberta	a	0	
Alberta	Residents	Full	Intensive	1991	1991	Alberta	a	680	680
Alberta	Residents	Modified	Intensive	1991	1991	Alberta	a	0	
Alberta	Residents	None	Intensive	1991	1991	Alberta	a	0	
Alberta	Forest industry	Full	Intensive	1991	1991	Alberta	a	2	2
Alberta	Forest industry	Modified	Intensive	1991	1991	Alberta	a	0	
Alberta	Forest industry	None	Intensive	1991	1991	Alberta	a	0	
Alberta	Railways	Full	Intensive	1991	1991	Alberta	a	39	39
Alberta	Railways	Modified	Intensive	1991	1991	Alberta	a	0	
Alberta	Railways	None	Intensive	1991	1991	Alberta	a	0	
Alberta	Other industry	Full	Intensive	1991	1991	Alberta	a	65	65
Alberta	Other industry	Modified	Intensive	1991	1991	Alberta	a	0	
Alberta	Other industry	None	Intensive	1991	1991	Alberta	a	0	
Alberta	Incendiary	Full	Intensive	1991	1991	Alberta	a	618	618
Alberta	Incendiary	Modified	Intensive	1991	1991	Alberta	a	0	
Alberta	Incendiary	None	Intensive	1991	1991	Alberta	a	0	
Alberta	Miscellaneous known causes	Full	Intensive	1991	1991	Alberta	a	40	40
Alberta	Miscellaneous known causes	Modified	Intensive	1991	1991	Alberta	a	0	
Alberta	Miscellaneous known causes	None	Intensive	1991	1991	Alberta	a	0	
Alberta	Lightning	Full	Intensive	1991	1991	Alberta	a	3769	3769
Alberta	Lightning	Modified	Intensive	1991	1991	Alberta	a	0	
Alberta	Lightning	None	Intensive	1991	1991	Alberta	a	0	
Alberta	Unspecified	Full	Intensive	1991	1991	Alberta	a	135	135
Alberta	Unspecified	Modified	Intensive	1991	1991	Alberta	a	0	
Alberta	Unspecified	None	Intensive	1991	1991	Alberta	a	0	
British Columbia	Recreation	Full	Intensive	1991	1991	Colombie-Britannique	a	1089	1089
British Columbia	Recreation	Modified	Intensive	1991	1991	Colombie-Britannique	a	0	
British Columbia	Recreation	None	Intensive	1991	1991	Colombie-Britannique	a	0	
British Columbia	Residents	Full	Intensive	1991	1991	Colombie-Britannique	a	912	912
British Columbia	Residents	Modified	Intensive	1991	1991	Colombie-Britannique	a	0	
British Columbia	Residents	None	Intensive	1991	1991	Colombie-Britannique	a	0	
British Columbia	Forest industry	Full	Intensive	1991	1991	Colombie-Britannique	a	3322	3322
British Columbia	Forest industry	Modified	Intensive	1991	1991	Colombie-Britannique	a	0	
British Columbia	Forest industry	None	Intensive	1991	1991	Colombie-Britannique	a	0	
British Columbia	Railways	Full	Intensive	1991	1991	Colombie-Britannique	a	16	16
British Columbia	Railways	Modified	Intensive	1991	1991	Colombie-Britannique	a	0	
British Columbia	Railways	None	Intensive	1991	1991	Colombie-Britannique	a	0	
British Columbia	Other industry	Full	Intensive	1991	1991	Colombie-Britannique	a	4091	4091
British Columbia	Other industry	Modified	Intensive	1991	1991	Colombie-Britannique	a	0	
Saskatchewan	Forest industry	Full	Intensive	1996	1996	Saskatchewan	E	4	4
Manitoba	Forest industry	Full	Intensive	1992	1992	Manitoba	U		
Manitoba	Forest industry	Full	Intensive	1993	1993	Manitoba	U		
Manitoba	Forest industry	Full	Intensive	1994	1994	Manitoba	U		
Manitoba	Forest industry	Full	Intensive	1995	1995	Manitoba	U		
Alberta	Forest industry	Full	Intensive	1992	1992	Alberta	a	5	5
Alberta	Forest industry	Full	Intensive	1993	1993	Alberta	a	47	47
Alberta	Forest industry	Full	Intensive	1994	1994	Alberta	a	162	162
Alberta	Forest industry	Full	Intensive	1995	1995	Alberta	a	157	157
Alberta	Forest industry	Full	Intensive	1996	1996	Alberta	a	1	1
Alberta	Forest industry	Full	Intensive	1997	1997	Alberta	a	417	417
Alberta	Forest industry	Full	Intensive	1998	1998	Alberta	a	6	6
Alberta	Forest industry	Full	Intensive	1999	1999	Alberta	a	17	17
Alberta	Forest industry	Full	Intensive	2000	2000	Alberta	a	7	7
Alberta	Forest industry	Full	Intensive	2001	2001	Alberta	a	230	230
Alberta	Forest industry	Full	Intensive	2002	2002	Alberta	a	98	98
Alberta	Forest industry	Full	Intensive	2003	2003	Alberta	a	82	82
Alberta	Forest industry	Full	Intensive	2004	2004	Alberta	a	14	14
Alberta	Forest industry	Full	Intensive	2005	2005	Alberta	a	14	14
British Columbia	Forest industry	Full	Intensive	1992	1992	Colombie-Britannique	a	2316	2316
British Columbia	Forest industry	Full	Intensive	1993	1993	Colombie-Britannique	a	1389	1389
British Columbia	Forest industry	Full	Intensive	1994	1994	Colombie-Britannique	a	1035	1035
British Columbia	Forest industry	Full	Intensive	1995	1995	Colombie-Britannique	a	997	997
British Columbia	Forest industry	Full	Intensive	1996	1996	Colombie-Britannique	a	519	519
British Columbia	Forest industry	Full	Intensive	1997	1997	Colombie-Britannique	a	291	291
British Columbia	Forest industry	Full	Intensive	1999	1999	Colombie-Britannique	a	94	94
British Columbia	Forest industry	Full	Intensive	2001	2001	Colombie-Britannique	a	417	417
British Columbia	Forest industry	Full	Intensive	2002	2002	Colombie-Britannique	a	50	50
British Columbia	Forest industry	Full	Intensive	2003	2003	Colombie-Britannique	a	2	2
British Columbia	Forest industry	Full	Intensive	2004	2004	Colombie-Britannique	a	9	9
British Columbia	Forest industry	Full	Intensive	2005	2005	Colombie-Britannique	a	5	5
Manitoba	Forest industry	Full	Intensive	1997	1997	Manitoba	a	1	1
Manitoba	Forest industry	Full	Intensive	1998	1998	Manitoba	a	10	10
Manitoba	Forest industry	Full	Intensive	1999	1999	Manitoba	a	3	3
Manitoba	Forest industry	Full	Intensive	2000	2000	Manitoba	a	2	2
Manitoba	Forest industry	Full	Intensive	2001	2001	Manitoba	a	0	
Manitoba	Forest industry	Full	Intensive	2002	2002	Manitoba	a	19	19
Manitoba	Forest industry	Full	Intensive	2003	2003	Manitoba	a	97	97
Manitoba	Forest industry	Full	Intensive	2004	2004	Manitoba	a	6	6
Manitoba	Forest industry	Full	Intensive	2005	2005	Manitoba	a	2	2
New Brunswick	Forest industry	Full	Intensive	1992	1992	Nouveau-Brunswick	a	54	54
New Brunswick	Forest industry	Full	Intensive	1993	1993	Nouveau-Brunswick	a	4	4
New Brunswick	Forest industry	Full	Intensive	1994	1994	Nouveau-Brunswick	a	44	44
New Brunswick	Forest industry	Full	Intensive	1995	1995	Nouveau-Brunswick	a	83	83
New Brunswick	Forest industry	Full	Intensive	1996	1996	Nouveau-Brunswick	a	4	4
New Brunswick	Forest industry	Full	Intensive	1997	1997	Nouveau-Brunswick	a	35	35
New Brunswick	Forest industry	Full	Intensive	1998	1998	Nouveau-Brunswick	a	3	3
New Brunswick	Forest industry	Full	Intensive	1999	1999	Nouveau-Brunswick	a	262	262
New Brunswick	Forest industry	Full	Intensive	2000	2000	Nouveau-Brunswick	a	1	1
New Brunswick	Forest industry	Full	Intensive	2001	2001	Nouveau-Brunswick	a	22	22
New Brunswick	Forest industry	Full	Intensive	2002	2002	Nouveau-Brunswick	a	1	1
New Brunswick	Forest industry	Full	Intensive	2003	2003	Nouveau-Brunswick	a	2	2
New Brunswick	Forest industry	Full	Intensive	2004	2004	Nouveau-Brunswick	a	14	14
New Brunswick	Forest industry	Full	Intensive	2005	2005	Nouveau-Brunswick	a	2	2
Newfoundland and Labrador	Forest industry	Full	Intensive	1992	1992	Terre-Neuve-et-Labrador	a	9	9
Newfoundland and Labrador	Forest industry	Full	Intensive	1993	1993	Terre-Neuve-et-Labrador	a	2	2
Newfoundland and Labrador	Forest industry	Full	Intensive	1994	1994	Terre-Neuve-et-Labrador	a	90	90
Newfoundland and Labrador	Forest industry	Full	Intensive	1995	1995	Terre-Neuve-et-Labrador	a	12	12
Newfoundland and Labrador	Forest industry	Full	Intensive	1996	1996	Terre-Neuve-et-Labrador	a	43	43
Newfoundland and Labrador	Forest industry	Full	Intensive	1997	1997	Terre-Neuve-et-Labrador	a	56	56
Newfoundland and Labrador	Forest industry	Full	Intensive	1998	1998	Terre-Neuve-et-Labrador	a	2	2
Newfoundland and Labrador	Forest industry	Full	Intensive	1999	1999	Terre-Neuve-et-Labrador	a	34	34
Newfoundland and Labrador	Forest industry	Full	Intensive	2000	2000	Terre-Neuve-et-Labrador	a	172	172
Newfoundland and Labrador	Forest industry	Full	Intensive	2001	2001	Terre-Neuve-et-Labrador	a	26	26
Newfoundland and Labrador	Forest industry	Full	Intensive	2002	2002	Terre-Neuve-et-Labrador	a	151	151
Newfoundland and Labrador	Forest industry	Full	Intensive	2003	2003	Terre-Neuve-et-Labrador	a	6	6
Newfoundland and Labrador	Forest industry	Full	Intensive	2004	2004	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Forest industry	Full	Intensive	2005	2005	Terre-Neuve-et-Labrador	a	1	1
National parks	Forest industry	Full	Intensive	1991	1991	Parcs nationaux	a	0	
National parks	Forest industry	Full	Intensive	1992	1992	Parcs nationaux	a	0	
National parks	Forest industry	Full	Intensive	1993	1993	Parcs nationaux	a	0	
National parks	Forest industry	Full	Intensive	1994	1994	Parcs nationaux	a	0	
National parks	Forest industry	Full	Intensive	1995	1995	Parcs nationaux	a	0	
National parks	Forest industry	Full	Intensive	1997	1997	Parcs nationaux	a	0	
National parks	Forest industry	Full	Intensive	2001	2001	Parcs nationaux	a	0	
National parks	Forest industry	Full	Intensive	2002	2002	Parcs nationaux	a	0	
National parks	Forest industry	Full	Intensive	2003	2003	Parcs nationaux	a	18214	18214
National parks	Forest industry	Full	Intensive	2004	2004	Parcs nationaux	a	2	2
National parks	Forest industry	Full	Intensive	2005	2005	Parcs nationaux	a	0	
Nova Scotia	Forest industry	Full	Intensive	1992	1992	Nouvelle-Ecosse	a	11	11
Nova Scotia	Forest industry	Full	Intensive	1993	1993	Nouvelle-Ecosse	a	4	4
Nova Scotia	Forest industry	Full	Intensive	1994	1994	Nouvelle-Ecosse	a	6	6
Nova Scotia	Forest industry	Full	Intensive	1995	1995	Nouvelle-Ecosse	a	26	26
Nova Scotia	Forest industry	Full	Intensive	1996	1996	Nouvelle-Ecosse	a	4	4
Nova Scotia	Forest industry	Full	Intensive	1997	1997	Nouvelle-Ecosse	a	6	6
Nova Scotia	Forest industry	Full	Intensive	1998	1998	Nouvelle-Ecosse	a	22	22
Nova Scotia	Forest industry	Full	Intensive	1999	1999	Nouvelle-Ecosse	a	14	14
Nova Scotia	Forest industry	Full	Intensive	2000	2000	Nouvelle-Ecosse	a	4	4
Nova Scotia	Forest industry	Full	Intensive	2001	2001	Nouvelle-Ecosse	a	24	24
Nova Scotia	Forest industry	Full	Intensive	2002	2002	Nouvelle-Ecosse	a	13	13
Nova Scotia	Forest industry	Full	Intensive	2003	2003	Nouvelle-Ecosse	a	0	
Nova Scotia	Forest industry	Full	Intensive	2004	2004	Nouvelle-Ecosse	a	3	3
Nova Scotia	Forest industry	Full	Intensive	2005	2005	Nouvelle-Ecosse	a	5	5
Northwest Territories	Forest industry	Full	Intensive	1991	1991	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	1992	1992	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	1993	1993	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	1994	1994	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	1995	1995	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	1996	1996	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	1997	1997	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	1998	1998	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	1999	1999	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	2000	2000	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	2001	2001	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	2002	2002	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	2003	2003	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	2004	2004	Territoires du Nord-Ouest	a	0	
Northwest Territories	Forest industry	Full	Intensive	2005	2005	Territoires du Nord-Ouest	a	0	
Ontario	Forest industry	Full	Intensive	1992	1992	Ontario	a	786	786
Ontario	Forest industry	Full	Intensive	1993	1993	Ontario	a	98	98
Ontario	Forest industry	Full	Intensive	1994	1994	Ontario	a	23	23
Ontario	Forest industry	Full	Intensive	1995	1995	Ontario	a	637	637
Ontario	Forest industry	Full	Intensive	1996	1996	Ontario	a	39	39
Ontario	Forest industry	Full	Intensive	1997	1997	Ontario	a	410	410
Ontario	Forest industry	Full	Intensive	1998	1998	Ontario	a	973	973
Ontario	Forest industry	Full	Intensive	1999	1999	Ontario	a	51106	51106
Ontario	Forest industry	Full	Intensive	2000	2000	Ontario	a	258	258
Ontario	Forest industry	Full	Intensive	2001	2001	Ontario	a	64	64
Ontario	Forest industry	Full	Intensive	2002	2002	Ontario	a	140	140
Ontario	Forest industry	Full	Intensive	2003	2003	Ontario	a	5810	5810
Ontario	Forest industry	Full	Intensive	2004	2004	Ontario	a	93	93
Ontario	Forest industry	Full	Intensive	2005	2005	Ontario	a	23	23
Prince Edward Island	Forest industry	Full	Intensive	1992	1992	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Forest industry	Full	Intensive	1993	1993	Ile-du-Prince-Edouard	a	2	2
Prince Edward Island	Forest industry	Full	Intensive	1994	1994	Ile-du-Prince-Edouard	a	4	4
Prince Edward Island	Forest industry	Full	Intensive	1996	1996	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Forest industry	Full	Intensive	1998	1998	Ile-du-Prince-Edouard	a	1	1
Prince Edward Island	Forest industry	Full	Intensive	1999	1999	Ile-du-Prince-Edouard	a	9	9
Prince Edward Island	Forest industry	Full	Intensive	2001	2001	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Forest industry	Full	Intensive	2002	2002	Ile-du-Prince-Edouard	a	0	
