#Jurisdiction	Cause	Response Category	Protection Zone	Year	Annee	Juridiction	Data Qualifier	Area (hectares)	Area (hectares) null
Quebec	Railways	Modified	Intensive	2009	2009	Quebec	a	0	
Quebec	Railways	Modified	Intensive	2010	2010	Quebec	a	0	
Quebec	Railways	Modified	Intensive	2011	2011	Quebec	a	0	
Quebec	Railways	Modified	Intensive	2012	2012	Quebec	a	0	
Quebec	Railways	Modified	Intensive	2013	2013	Quebec	a	0	
Quebec	Railways	Modified	Intensive	2014	2014	Quebec	a	0	
Quebec	Railways	Modified	Intensive	2015	2015	Quebec	a	0	
Quebec	Railways	Modified	Intensive	2016	2016	Quebec	a	0	
Quebec	Railways	Modified	Intensive	2017	2017	Quebec	a	0	
Saskatchewan	Railways	Modified	Intensive	2010	2010	Saskatchewan	a	0	
Saskatchewan	Railways	Modified	Intensive	2011	2011	Saskatchewan	a	0	
Saskatchewan	Railways	Modified	Intensive	2012	2012	Saskatchewan	a	0	
Saskatchewan	Railways	Modified	Intensive	2013	2013	Saskatchewan	a	0	
Saskatchewan	Railways	Modified	Intensive	2014	2014	Saskatchewan	a	0	
Yukon	Railways	Modified	Intensive	2006	2006	Yukon	a	0	
Yukon	Railways	Modified	Intensive	2007	2007	Yukon	a	0	
Yukon	Railways	Modified	Intensive	2008	2008	Yukon	a	0	
Yukon	Railways	Modified	Intensive	2009	2009	Yukon	a	0	
Yukon	Railways	Modified	Intensive	2010	2010	Yukon	a	0	
Yukon	Railways	Modified	Intensive	2011	2011	Yukon	a	0	
Yukon	Railways	Modified	Intensive	2012	2012	Yukon	a	0	
Yukon	Railways	Modified	Intensive	2013	2013	Yukon	a	0	
Yukon	Railways	Modified	Intensive	2014	2014	Yukon	a	0	
Yukon	Railways	Modified	Intensive	2015	2015	Yukon	a	0	
Yukon	Railways	Modified	Intensive	2016	2016	Yukon	a	0	
Yukon	Railways	Modified	Intensive	2017	2017	Yukon	a	0	
Northwest Territories	Railways	Modified	Intensive	2006	2006	Territoires du Nord-Ouest	e	0	
Prince Edward Island	Railways	Modified	Intensive	2016	2016	Ile-du-Prince-Edouard	e	0	
New Brunswick	Railways	Modified	Intensive	2006	2006	Nouveau-Brunswick	n		
New Brunswick	Railways	Modified	Intensive	2007	2007	Nouveau-Brunswick	n		
New Brunswick	Railways	Modified	Intensive	2008	2008	Nouveau-Brunswick	n		
New Brunswick	Railways	Modified	Intensive	2009	2009	Nouveau-Brunswick	n		
Prince Edward Island	Railways	Modified	Intensive	2006	2006	Ile-du-Prince-Edouard	n		
Prince Edward Island	Railways	Modified	Intensive	2007	2007	Ile-du-Prince-Edouard	n		
Prince Edward Island	Railways	Modified	Intensive	2008	2008	Ile-du-Prince-Edouard	n		
Prince Edward Island	Railways	Modified	Intensive	2009	2009	Ile-du-Prince-Edouard	n		
Prince Edward Island	Railways	Modified	Intensive	2010	2010	Ile-du-Prince-Edouard	n		
Prince Edward Island	Railways	Modified	Intensive	2011	2011	Ile-du-Prince-Edouard	n		
Prince Edward Island	Railways	Modified	Intensive	2012	2012	Ile-du-Prince-Edouard	n		
Prince Edward Island	Railways	Modified	Intensive	2013	2013	Ile-du-Prince-Edouard	n		
Prince Edward Island	Railways	Modified	Intensive	2014	2014	Ile-du-Prince-Edouard	n		
Prince Edward Island	Railways	Modified	Intensive	2015	2015	Ile-du-Prince-Edouard	n		
Alberta	Railways	Modified	Intensive	2018	2018	Alberta	p	0	
New Brunswick	Railways	Modified	Intensive	2017	2017	Nouveau-Brunswick	p	0	
Nova Scotia	Railways	Modified	Intensive	2018	2018	Nouvelle-Ecosse	p	0	
Prince Edward Island	Railways	Modified	Intensive	2017	2017	Ile-du-Prince-Edouard	p	0	
Prince Edward Island	Railways	Modified	Intensive	2018	2018	Ile-du-Prince-Edouard	p	0	
Quebec	Railways	Modified	Intensive	2018	2018	Quebec	p	0	
British Columbia	Railways	Modified	Intensive	2014	2014	Colombie-Britannique	s		
Ontario	Railways	Modified	Intensive	2009	2009	Ontario	s		
Ontario	Railways	Modified	Intensive	2018	2018	Ontario	s		
Alberta	Railways	Modified	Intensive	2019	2019	Alberta	u		
British Columbia	Railways	Modified	Intensive	2009	2009	Colombie-Britannique	u		
British Columbia	Railways	Modified	Intensive	2010	2010	Colombie-Britannique	u		
British Columbia	Railways	Modified	Intensive	2011	2011	Colombie-Britannique	u		
British Columbia	Railways	Modified	Intensive	2012	2012	Colombie-Britannique	u		
British Columbia	Railways	Modified	Intensive	2015	2015	Colombie-Britannique	u		
British Columbia	Railways	Modified	Intensive	2016	2016	Colombie-Britannique	u		
British Columbia	Railways	Modified	Intensive	2017	2017	Colombie-Britannique	u		
British Columbia	Railways	Modified	Intensive	2018	2018	Colombie-Britannique	u		
British Columbia	Railways	Modified	Intensive	2019	2019	Colombie-Britannique	u		
Manitoba	Railways	Modified	Intensive	2019	2019	Manitoba	u		
New Brunswick	Railways	Modified	Intensive	2010	2010	Nouveau-Brunswick	u		
New Brunswick	Railways	Modified	Intensive	2011	2011	Nouveau-Brunswick	u		
New Brunswick	Railways	Modified	Intensive	2012	2012	Nouveau-Brunswick	u		
New Brunswick	Railways	Modified	Intensive	2013	2013	Nouveau-Brunswick	u		
New Brunswick	Railways	Modified	Intensive	2014	2014	Nouveau-Brunswick	u		
New Brunswick	Railways	Modified	Intensive	2015	2015	Nouveau-Brunswick	u		
New Brunswick	Railways	Modified	Intensive	2016	2016	Nouveau-Brunswick	u		
New Brunswick	Railways	Modified	Intensive	2019	2019	Nouveau-Brunswick	u		
Newfoundland and Labrador	Railways	Modified	Intensive	2019	2019	Terre-Neuve-et-Labrador	u		
National parks	Railways	Modified	Intensive	2019	2019	Parcs nationaux	u		
Nova Scotia	Railways	Modified	Intensive	2019	2019	Nouvelle-Ecosse	u		
Northwest Territories	Railways	Modified	Intensive	2015	2015	Territoires du Nord-Ouest	u		
Ontario	Railways	Modified	Intensive	2011	2011	Ontario	u		
Ontario	Railways	Modified	Intensive	2013	2013	Ontario	u		
Ontario	Railways	Modified	Intensive	2014	2014	Ontario	u		
Ontario	Railways	Modified	Intensive	2015	2015	Ontario	u		
Ontario	Railways	Modified	Intensive	2016	2016	Ontario	u		
Ontario	Railways	Modified	Intensive	2019	2019	Ontario	u		
Prince Edward Island	Railways	Modified	Intensive	2019	2019	Ile-du-Prince-Edouard	u		
Quebec	Railways	Modified	Intensive	2019	2019	Quebec	u		
Saskatchewan	Railways	Modified	Intensive	2006	2006	Saskatchewan	u		
Saskatchewan	Railways	Modified	Intensive	2007	2007	Saskatchewan	u		
Saskatchewan	Railways	Modified	Intensive	2008	2008	Saskatchewan	u		
Saskatchewan	Railways	Modified	Intensive	2009	2009	Saskatchewan	u		
Saskatchewan	Railways	Modified	Intensive	2015	2015	Saskatchewan	u		
Saskatchewan	Railways	Modified	Intensive	2016	2016	Saskatchewan	u		
Saskatchewan	Railways	Modified	Intensive	2017	2017	Saskatchewan	u		
Saskatchewan	Railways	Modified	Intensive	2018	2018	Saskatchewan	u		
Saskatchewan	Railways	Modified	Intensive	2019	2019	Saskatchewan	u		
Yukon	Railways	Modified	Intensive	2018	2018	Yukon	u		
Yukon	Railways	Modified	Intensive	2019	2019	Yukon	u		
Alberta	Recreation	Modified	Intensive	2006	2006	Alberta	a	0	
Alberta	Recreation	Modified	Intensive	2007	2007	Alberta	a	0	
Alberta	Recreation	Modified	Intensive	2008	2008	Alberta	a	0	
Alberta	Recreation	Modified	Intensive	2009	2009	Alberta	a	0	
Alberta	Recreation	Modified	Intensive	2010	2010	Alberta	a	0	
Alberta	Recreation	Modified	Intensive	2011	2011	Alberta	a	0	
Alberta	Recreation	Modified	Intensive	2012	2012	Alberta	a	0	
Alberta	Recreation	Modified	Intensive	2013	2013	Alberta	a	0	
Alberta	Recreation	Modified	Intensive	2014	2014	Alberta	a	0	
Alberta	Recreation	Modified	Intensive	2015	2015	Alberta	a	0	
Alberta	Recreation	Modified	Intensive	2016	2016	Alberta	a	0	
Alberta	Recreation	Modified	Intensive	2017	2017	Alberta	a	0	
British Columbia	Recreation	Modified	Intensive	2006	2006	Colombie-Britannique	a	0	
British Columbia	Recreation	Modified	Intensive	2007	2007	Colombie-Britannique	a	0	
British Columbia	Recreation	Modified	Intensive	2008	2008	Colombie-Britannique	a	0	
British Columbia	Recreation	Modified	Intensive	2014	2014	Colombie-Britannique	a	8	8
Manitoba	Recreation	Modified	Intensive	2006	2006	Manitoba	a	3348	3348
Manitoba	Recreation	Modified	Intensive	2007	2007	Manitoba	a	2	2
Manitoba	Recreation	Modified	Intensive	2008	2008	Manitoba	a	1	1
Manitoba	Recreation	Modified	Intensive	2009	2009	Manitoba	a	0	
Manitoba	Recreation	Modified	Intensive	2010	2010	Manitoba	a	5	5
Manitoba	Recreation	Modified	Intensive	2011	2011	Manitoba	a	0	
Manitoba	Recreation	Modified	Intensive	2012	2012	Manitoba	a	0	
Manitoba	Recreation	Modified	Intensive	2013	2013	Manitoba	a	0	
Manitoba	Recreation	Modified	Intensive	2014	2014	Manitoba	a	0	
Manitoba	Recreation	Modified	Intensive	2015	2015	Manitoba	a	0	
Manitoba	Recreation	Modified	Intensive	2016	2016	Manitoba	a	0	
Manitoba	Recreation	Modified	Intensive	2017	2017	Manitoba	a	0	
Manitoba	Recreation	Modified	Intensive	2018	2018	Manitoba	a	0	
New Brunswick	Recreation	Modified	Intensive	2018	2018	Nouveau-Brunswick	a	0	
Newfoundland and Labrador	Recreation	Modified	Intensive	2006	2006	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Recreation	Modified	Intensive	2007	2007	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Recreation	Modified	Intensive	2008	2008	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Recreation	Modified	Intensive	2009	2009	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Recreation	Modified	Intensive	2010	2010	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Recreation	Modified	Intensive	2011	2011	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Recreation	Modified	Intensive	2012	2012	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Recreation	Modified	Intensive	2013	2013	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Recreation	Modified	Intensive	2014	2014	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Recreation	Modified	Intensive	2015	2015	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Recreation	Modified	Intensive	2016	2016	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Recreation	Modified	Intensive	2017	2017	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Recreation	Modified	Intensive	2018	2018	Terre-Neuve-et-Labrador	a	0	
National parks	Recreation	Modified	Intensive	2006	2006	Parcs nationaux	a	0	
National parks	Recreation	Modified	Intensive	2007	2007	Parcs nationaux	a	0	
National parks	Recreation	Modified	Intensive	2008	2008	Parcs nationaux	a	1	1
National parks	Recreation	Modified	Intensive	2009	2009	Parcs nationaux	a	0	
National parks	Recreation	Modified	Intensive	2010	2010	Parcs nationaux	a	0	
National parks	Recreation	Modified	Intensive	2011	2011	Parcs nationaux	a	14745	14745
National parks	Recreation	Modified	Intensive	2012	2012	Parcs nationaux	a	1	1
National parks	Recreation	Modified	Intensive	2013	2013	Parcs nationaux	a	0	
National parks	Recreation	Modified	Intensive	2016	2016	Parcs nationaux	a	0	
National parks	Recreation	Modified	Intensive	2017	2017	Parcs nationaux	a	0	
National parks	Recreation	Modified	Intensive	2018	2018	Parcs nationaux	a	0	
Nova Scotia	Recreation	Modified	Intensive	2006	2006	Nouvelle-Ecosse	a	0	
Nova Scotia	Recreation	Modified	Intensive	2007	2007	Nouvelle-Ecosse	a	0	
Nova Scotia	Recreation	Modified	Intensive	2008	2008	Nouvelle-Ecosse	a	0	
Nova Scotia	Recreation	Modified	Intensive	2009	2009	Nouvelle-Ecosse	a	0	
Nova Scotia	Recreation	Modified	Intensive	2010	2010	Nouvelle-Ecosse	a	0	
Nova Scotia	Recreation	Modified	Intensive	2011	2011	Nouvelle-Ecosse	a	0	
Nova Scotia	Recreation	Modified	Intensive	2012	2012	Nouvelle-Ecosse	a	0	
Nova Scotia	Recreation	Modified	Intensive	2013	2013	Nouvelle-Ecosse	a	0	
Nova Scotia	Recreation	Modified	Intensive	2014	2014	Nouvelle-Ecosse	a	0	
Nova Scotia	Recreation	Modified	Intensive	2015	2015	Nouvelle-Ecosse	a	0	
Nova Scotia	Recreation	Modified	Intensive	2016	2016	Nouvelle-Ecosse	a	0	
Nova Scotia	Recreation	Modified	Intensive	2017	2017	Nouvelle-Ecosse	a	0	
Northwest Territories	Recreation	Modified	Intensive	2007	2007	Territoires du Nord-Ouest	a	0	
Northwest Territories	Recreation	Modified	Intensive	2008	2008	Territoires du Nord-Ouest	a	0	
Northwest Territories	Recreation	Modified	Intensive	2009	2009	Territoires du Nord-Ouest	a	0	
Northwest Territories	Recreation	Modified	Intensive	2010	2010	Territoires du Nord-Ouest	a	0	
Northwest Territories	Recreation	Modified	Intensive	2011	2011	Territoires du Nord-Ouest	a	5	5
Northwest Territories	Recreation	Modified	Intensive	2012	2012	Territoires du Nord-Ouest	a	1	1
Northwest Territories	Recreation	Modified	Intensive	2013	2013	Territoires du Nord-Ouest	a	1182	1182
