Top Depth  KNIF2     KNIF3     KNIF2
                          (on KNIF3 depth)
       m  d18 o/oo  d18O o/oo d18O o/oo
  1.00   58.0    3.1   70.4  181.6   45.8   37.8   18.7    5.2   64.2
  1.05   51.0    3.7   58.3  254.9   39.8   45.6   28.6    6.7  139.8
  1.10   63.7    3.2   83.8  204.7   48.0   35.1   22.9    5.3   88.4
  1.15   48.8    2.0   64.7  191.1   53.7   36.0   33.9    7.5   61.9
  1.20  104.1    4.0  124.5  512.8   85.8   87.7   63.8    8.8  240.2
  1.25   86.8    2.2   91.7  346.0   70.8   50.8   33.2    4.7  141.7
  1.30   68.3    2.2   47.3  187.5   62.1   20.7   12.9    2.1   45.1
  1.35   57.4    2.0   56.3  218.9   51.4   25.2   17.5    3.9   64.3
  1.40   56.4    1.9   34.1  182.4   56.5   20.4   12.6    2.5   32.1
  1.45   33.9    2.1   35.3  178.8   40.6   26.8   17.7    4.8   72.0
  1.50   48.4    2.2   40.8  210.6   55.9   42.6   21.3    6.3   97.6
  1.55   73.1    4.3   33.0  316.5   51.7   32.2   17.0    4.9  152.1
  1.60   60.4    3.9   43.8  278.4   49.7   31.7   20.7    5.0  120.9
  1.65   53.0    3.9   43.7  279.5   67.0   47.1   21.6    7.1  136.1
  1.70   55.2    2.7   60.3  264.3   56.0   37.8   28.6    5.9  110.4
  1.75   55.1    3.0   66.8  330.9   54.5   50.7   45.4    8.8  176.4
  1.80   45.6    3.1   58.3  294.0   40.5   52.4   43.5   10.7  168.6
  1.85   74.2   12.3  143.7  396.3   59.8  104.3   49.6    8.6  171.0
  1.90   64.3   12.2  234.9  670.6   47.5  208.9  134.2   38.3  608.6
  1.95  152.0   12.9  270.6  855.3  109.5  191.3  114.2   17.2  548.5
  2.00  189.9   10.0  239.4  757.0  152.6  133.6   85.8   17.0  350.4
  2.05  143.9    7.2  213.2  660.5  125.9  135.8   84.7   18.9  356.6
  2.10  108.2    5.6  161.7  570.5   85.9   92.0   64.5   10.1  216.1
  2.15  125.3   10.2  140.5  571.0  116.1  134.9   77.0   17.2  520.9
  2.20  112.1    4.0  119.0  442.4   88.1   91.4   53.6   10.0  236.2
  2.25   48.7    3.4   79.4  374.3   58.6   41.3   62.4   17.1  438.4
  2.30   76.9    3.0   52.8  278.5   82.0   25.2   16.5    2.5   65.2
  2.35   95.2    3.1   95.9  437.0  108.5   58.7   36.6    7.2  253.1
  2.40   79.7    2.2   61.1  351.3   86.7   26.2   20.3    3.7   77.4
  2.45   76.2    1.4   57.1  298.4   64.6   42.0   26.3    4.0  112.5
  2.50  180.2    3.2  155.1  617.2  141.1  147.0   53.6    8.8  403.6
  2.55   73.6    1.8   83.6  282.7   60.1   44.2   30.6    4.2  114.5
  2.60   48.8    1.4   58.5  232.5   58.3   22.5   23.4    2.2   52.2
  2.65   79.3    1.5   66.6  297.9   71.3   30.7   23.5    3.4   60.0
  2.70   66.4    1.3   47.9  232.0   57.7   21.7   20.6    2.5   54.4
  2.75   62.5    1.0   39.0  168.7   43.5   15.9   12.4    1.5   32.4
  2.80   55.4    0.9   51.0  221.1   43.7   19.9   20.5    2.3   44.4
  2.85   95.6    1.1   90.8  381.5   68.6   34.9   32.1    3.2   89.4
  2.90  117.8    2.5  146.9  648.6  106.7   52.0   65.5   11.5  239.6
  2.95  117.0    1.6  144.5  498.2  102.7   41.7   39.9    5.7  132.9
  3.00  112.5    1.5  128.9  556.7   78.0   51.9   45.8    4.3  143.3
  3.05   41.5    1.7   66.7  284.7   36.9   26.9   30.6    3.5  103.3
  3.10   49.9    1.3   55.0  301.9   44.8   23.5   25.4    2.5   87.7
  3.15  100.8    1.3   84.9  352.0   80.7   26.1   24.1    3.3   73.2
  3.20   85.2    1.3   72.4  300.3   67.3   26.0   25.8    3.2   69.7
  3.25   56.9    1.6   59.7  264.7   43.9   38.7   21.6    4.1  106.2
  3.30   70.0    1.3   54.4  196.7   54.0   22.9   16.0    2.5   51.1
  3.35   58.3    1.4   63.0  231.6   45.6   24.1   21.3    3.8   59.6
  3.40  132.4    4.0  143.0  591.8  107.2  157.1   85.9   17.8  343.3
  3.45   93.6    2.1  114.4  426.3   80.9   65.0   45.8    6.4  138.8
  3.50   84.5    2.6  127.1  460.3   59.8  137.9   58.4   13.3  357.5
  3.55  124.8    3.6  142.6  624.7   93.6  158.2   84.7   28.7  498.6
  3.60  155.2    5.5  157.1  754.0  133.7  145.6   99.0   36.5  666.3
  3.65  158.6    5.2  138.6  444.5  105.1   56.2   62.7    5.9   91.6
  3.70  157.7   12.7  185.0  409.1  104.8   66.9   83.6    8.8  139.5
  3.75  110.6    7.9  119.6  291.1   83.9   39.4   49.0    6.1  100.5
  3.80  145.0    8.0  174.4  432.2   96.5   52.6   66.3    6.8  120.6
  3.85   99.7   23.6  293.0  382.4   73.9   76.0   93.9    7.8  213.8
  3.90   65.3   20.3   86.5  222.0   64.2   36.9   34.8    3.9   41.8
  3.95  785.5  394.3 3515.9  226.9  241.5  662.9 1049.6   88.8 2773.0
  4.00  122.9   24.7  282.9  557.9  110.5  232.5  105.3   15.9  546.4
  4.05   78.9    6.8  141.3  372.1   76.8   99.3   52.9   10.7  246.0
  4.10  101.5    8.1  118.0  283.8   94.1   22.4   38.3    5.1   50.1
  4.15   96.0   12.6  132.4  436.7  102.4   36.3   37.4    4.9   91.9
  4.20   62.9    9.3   78.5  304.5   78.9   40.0   24.2    4.1   71.0
  4.25   17.2    7.0   16.9   80.6   41.6   11.6    6.4    1.4    8.9
  4.30   53.3   22.9   51.9  150.1   67.6   19.1   21.0    2.0   17.9
  4.35   59.0    9.2   52.8  209.3   60.5   25.3   27.0    2.4   17.1
  4.40   98.9    8.0   93.1  319.6   79.6   36.2   31.2    4.0   42.6
  4.45   98.8    4.7   65.9  254.1   86.2   30.4   23.3    2.8   36.0
  4.50   22.4    8.7   26.5   34.2   37.5   16.5   11.5    2.7   13.2
  4.55   27.7    4.6   13.4   33.1   30.9   10.8    7.4    1.6    7.2
  4.60   52.1    6.6   18.0  109.2   58.5   16.1    7.5    2.0   12.3
  4.65   79.7   27.6   66.2  230.2   69.2   32.4   20.7    3.6   33.6
  4.70   59.7   31.3   46.3  159.3   69.8   23.1   17.4    2.8   19.3
  4.75   47.5   30.5   37.2  101.4   70.6   26.7   19.7    2.9   27.2
  4.80   64.9   26.0   61.8  131.9   79.7   37.1   33.4    4.1   56.4
  4.85   51.7   10.7   29.7  135.6   66.7   23.0   10.4    2.3   25.3
  4.90   68.0   23.5   44.1  125.5   82.4   35.1   15.9    4.2   40.8
  4.95   78.8   10.4   51.9  107.3   67.5   29.7   15.9    3.5   29.6
  5.00   86.7   59.2   93.4  201.6   76.3   37.7   18.0    3.7   50.7
  5.05   72.2   16.6   60.8  141.3   87.1   35.9   19.0    3.7   26.6
  5.10   65.4    9.0   44.9  129.0   61.9   33.5   15.4    3.4   35.6
  5.15   42.6    7.5   51.9  118.9   46.5   39.5   18.3    3.6   45.3
  5.20   19.2   13.9   29.8   76.0   39.7   19.6   12.1    2.3   13.5
  5.25   30.7   30.0   54.5  124.2   58.3   27.0   20.8    2.8   31.9
  5.30   58.4  145.0  204.8  285.2   71.4   42.5   55.9    3.9   55.4
  5.35   70.2  300.0  344.4  268.4   68.2   46.6   62.9    4.9   89.0
  5.40   36.9   32.4  113.7  197.9   46.5   32.1   42.9    2.9   35.5
  5.45   61.5   65.7  156.1  203.1   63.2   61.9   56.3    5.6  112.8
  5.50   61.2   49.3  174.6  326.0   54.8   66.7   69.3    6.3  133.2
  5.55  123.1  125.8  412.5  655.0   76.7  102.7  118.5    7.6  228.6
  5.60   58.7  130.6  216.5  341.7   81.3  124.6   61.5    9.8  262.1
  5.65   84.7  303.2  389.9  340.0   79.4  109.6  161.4   10.1  274.7
  5.70   44.0    8.5   52.1  145.2   50.1   25.3   24.4    2.8   34.6
  5.75  105.7  180.9  377.0  297.8   52.8   71.4   66.9    6.0  127.1
  5.80   40.3   37.4   87.0  132.1   38.5   37.6   22.0    3.1   48.4
  5.85   72.2    4.6   61.0  241.2   69.7   56.5   26.1    6.4  120.9
  5.90   48.8    5.2   26.0  215.2   83.2   27.4   10.9    2.9   39.0
  5.95   51.2    9.0   37.7  223.1   80.6   46.3   17.1    4.4   70.1
  6.00    9.5    4.9   18.8   39.1   21.3   15.0    6.6    1.2    8.2
  6.05   16.2    8.3   38.8   89.3   32.9   32.4   20.1    2.5   14.9
  6.10   67.7   10.0  190.4  238.7   33.1   52.7   39.4    5.3  101.0
  6.15   38.2    8.2  124.9  164.4   77.2  221.3   57.2    8.5   56.8
  6.20  127.8   14.6   73.8  770.9   21.9   19.8   28.2    3.3  945.5
  6.25   52.0    9.2   86.1  409.7   36.6   30.8   32.6    3.4  233.3
  6.30   32.8   60.8   64.0  262.0   43.9   31.4   33.2    3.7  384.3
  6.35   10.7   60.1   91.0   49.3   47.3   33.8   37.1    4.8   20.1
  6.40   23.1   69.5   86.7   98.1   20.6   60.8   41.9    6.0   40.7
  6.45   38.2   43.3   62.6  138.2   31.7   41.7   37.3    3.9   44.2
  6.50   38.1   46.1   98.5  204.1   40.1   35.3   44.4    4.6   74.6
  6.55   67.1   43.4  123.0  361.4   53.8   50.1   47.7    4.8   84.6
  6.60   60.5   36.2   96.7  223.9   57.9   19.6   35.5    3.2   29.4
  6.65   59.6   74.6  102.9  137.2   70.0   20.8   45.2    2.8   20.0
  6.70   57.7   66.6  140.5  174.8   53.8   26.3   38.8    3.3   18.8
  6.75  107.4   74.3  615.2  281.4   74.5   59.7  179.6    1.7   35.7
  6.80   38.3   67.7  238.3  148.4   39.0   54.1  107.5    2.4   43.0
  6.85   39.8   46.9  111.7  169.5   51.7   98.9   28.0    2.7  140.7
  6.90   19.1   21.3   64.3   83.4   41.0   49.6   28.3    2.8   56.6
  6.95   34.4   43.3   97.1   65.1   45.3   25.8   26.7    2.5   17.6
  7.00   42.6   33.3  257.7   87.2   49.8   28.2   34.9    3.4   29.9
  7.05   53.4  100.4  203.8  130.6   48.6   38.0   34.2    5.3   49.6
  7.10   46.5   85.6  180.9  123.2   61.1   37.5   47.2    4.1   62.6
  7.15   33.8   45.2   88.5   77.1   42.6   21.5   19.2    2.1   23.3
  7.20   88.7  130.9  251.4  212.4   73.3   30.1   45.3    2.4   43.9
  7.25   86.7  232.0  466.3  179.9   57.8   48.7   55.9    3.5   60.7
  7.30   94.0  202.0  390.1  160.5   65.7   60.5   40.3    4.1   70.8
  7.35   65.9   97.1  192.4  188.7   55.6   54.9   24.3    4.4   83.5
  7.40   39.3   25.5   80.5  147.8   48.2   50.8   17.9    4.2   66.8
  7.45   33.5    4.2   37.6   91.1   40.8   44.6   17.0    5.8   67.2
  7.50   62.4   10.3   82.4  100.8   64.6   42.6   47.8    5.9   97.6
  7.55   56.3   14.7  108.5   91.5   74.9   27.4   55.1    4.5  109.8
  7.60   54.4   13.2  109.4  138.3   90.5   34.2   29.0    3.8   85.2
  7.65   93.4  194.1  426.4  216.2   95.2   39.2   43.7    4.0   55.9
  7.70  101.0  401.9  846.0  129.4   96.9  125.9   88.1   12.1   67.7
  7.75   78.2   63.3  172.8  191.8  145.4   59.0   32.9    4.2   53.3
  7.80   44.8    5.4   55.5  110.2  135.2   35.3   24.9    3.3   23.9
  7.85   36.5    5.7   74.0   99.1   69.8   31.4   27.6    2.8   32.2
  7.90   57.9   57.9  111.7  171.2   97.4   51.4   22.5    2.4   68.7
  7.95   67.9  103.7  150.7  204.0  120.4   46.7   40.6    4.2   69.0
  8.00   63.3  102.3  161.6  122.1   93.1   41.0   44.4    3.6   60.2
  8.05   46.3   88.0  144.4   63.1   77.2   26.3   25.6    2.0   33.6
  8.10   26.6   60.5  103.1   80.6   56.8   23.0   30.1    3.0   40.4
  8.15   46.9   30.2  119.7  150.2   40.8   23.5   35.4    3.2   42.2
  8.20   53.2   87.0  119.8  134.3   73.6   42.7   47.2    2.8   55.8
  8.25   39.6  104.6  209.3  194.1   52.9   20.9   44.3    2.4   42.0
  8.30   94.9  200.8  454.0  267.5   75.3   33.1   76.1    3.2   55.4
  8.35  106.5  189.6  426.6  196.4   76.1   55.1  131.8    5.1   65.8
  8.40  152.2 1069.2 1361.8  134.6   75.7   66.8  169.4    8.9   46.9
  8.45  133.2 1109.6 1957.1  187.1   96.3  232.2  353.1   31.6  127.5
  8.50   94.8  211.4  498.6  233.9   69.3   25.5   66.5    3.8   47.4
  8.55   26.4   33.5  105.6  133.2   50.5   24.5   41.1    3.5   52.1
  8.60   39.3   26.1   76.8  133.4   58.1   25.6   34.5    2.5   35.6
  8.65   64.6   37.6   76.2  163.9   78.4   29.7   41.5    3.3   59.7
  8.70   43.4    7.3   57.5  119.4   31.1   26.6   22.1    2.1   27.3
  8.75   38.1   25.9   59.2  110.0   37.7   22.2   22.9    2.0   26.9
  8.80   16.3   45.0   71.1   53.4   33.5   19.8   21.2    1.7   16.2
  8.85  111.6  153.1  360.3  255.3   66.9   49.1   77.4    3.6   62.1
  8.90   64.5   80.8  157.6  243.8   40.5   27.8   24.1    2.1   38.5
  8.95   58.2   59.5  105.6  127.5   38.3   21.3   22.4    2.3   30.7
  9.00   34.4   85.7  146.2  118.2   68.2   26.7   26.1    2.4   19.2
  9.05   45.2   98.1  172.5  128.1   58.8   37.5   41.3    2.6   35.7
  9.10   20.5   82.7   81.6   90.5   49.6   16.7   22.3    2.2   40.1
  9.15   24.7  109.2   88.9   90.8   64.0   14.3   26.1    1.4   61.4
  9.20   21.3   67.5   55.0   61.4   48.5   11.2   17.6    1.0   16.0
  9.25   11.8   39.5   33.9   46.9   25.8    9.9   11.3    1.0   31.4
  9.30   12.4   41.2   41.1   48.2   30.1   14.5   13.3    1.1   29.3
  9.35   13.0   44.7   46.6   49.4   42.2   20.5   25.4    1.7   26.0
  9.40   17.8   32.0   39.6   59.5   35.0   12.4   13.3    1.4   30.2
  9.45   14.8   21.0   27.0   47.0   26.0   15.6   11.7    1.3   29.3
  9.50   33.5   22.0   34.1   67.4   32.8   17.3   11.8    1.8   34.2
  9.55   17.8   12.6   23.6   43.4   36.4   15.9    9.9    2.2   67.1
  9.60   12.0   19.2   18.1   29.4   32.6   10.7    8.9    1.7   22.3
  9.65   21.4   32.5   24.4   53.8   26.6   23.2   14.4    1.4   50.5
  9.70   59.8   70.2  108.9  218.7   47.7   32.6   40.7    4.0   38.1
  9.75   80.7   78.9  141.8  283.7   56.8   48.0   57.0    5.1   65.7
  9.80   30.1   33.0   57.3  144.4   19.7   20.9   27.9    2.4   33.4
  9.85   64.6   80.8  155.6  331.7   41.2   47.1   61.4    9.5  202.5
  9.90   26.5   31.7   54.8  113.0   25.4   21.8   32.3    2.1   51.3
  9.95    8.8   26.7   21.8   21.4   20.8   15.3   12.2    1.3   63.7
 10.00   13.4   28.7   56.1   38.8   22.0   20.0   33.1    1.8   68.5
 10.05   25.8   30.4   76.1  100.3   25.7   25.2   34.8    2.1   39.4
 10.10   53.2   35.3  146.3  220.1   32.4   43.0   71.1    4.2   36.6
 10.15   57.4   28.7  146.6  232.1   22.9   30.0   67.7    3.7   33.4
 10.20   75.9   16.6   67.0  232.6   49.0   25.1   30.7    3.0   41.1
 10.25   28.2   18.9   35.4   83.8   31.9   15.1   16.8    1.7   20.6
 10.30   23.5   34.9   82.9  131.3   25.5   25.8   29.8    3.4   25.7
 10.35   16.8   34.4   88.3  112.1   16.0   22.3   16.4    2.5   29.1
 10.40   36.4   46.5  226.5  167.9   22.3   30.0   63.5    3.7   47.6
 10.45   33.7   27.8  245.5  162.3   28.9   34.7   60.6    3.3   37.0
 10.50   27.4   23.7   61.8   98.8   25.4   14.6   16.1    1.4   16.8
 10.55   12.1   26.9   49.7   79.0   16.6   12.7   19.1    1.6   17.2
 10.60   61.5   47.0  166.4  279.6   40.4   28.1   35.1    3.1   63.6
 10.65   61.5   29.7  150.9  250.3   36.8   24.4   30.5    2.5   49.0
 10.70   61.3   29.3  159.5  259.5   37.2   19.2   25.7    2.0   37.0
 10.75   52.1   30.0  121.3  205.6   38.4   17.3   23.0    2.0   32.6
 10.80   44.3   27.5   80.2  124.1   47.4   24.0   28.0    2.0   17.4
 10.85   13.3   21.5   39.5   39.5   27.2   23.1   19.8    1.8    9.1
 10.90   46.5   28.8  108.2  224.4   31.6   11.5   30.8    1.8   25.9
 10.95  157.9  145.6  458.9  687.6   49.4   71.8  126.9    9.2  357.1
 11.00   62.8   70.3  228.8  421.5   36.5   25.9   58.8    4.3  101.8
 11.05   55.4   76.4  193.3  276.6   38.3   23.2   34.5    2.0   42.1
 11.10   44.1  103.1  192.2  178.9   31.8   23.9   39.0    1.9   34.3
 11.15   36.7  116.1  206.2  152.9   30.6   16.5   29.7    2.3   34.0
 11.20   27.8   94.0  161.2   89.0   19.7   10.6   17.8    2.1    9.4
 11.25   39.1  133.8  251.3  145.0   30.1   16.5   24.4    2.0   21.2
 11.30   41.4  175.1  339.0  129.4   44.4   22.8   34.0    1.7   21.9
 11.35   42.7  257.4  631.8   80.5   66.5   24.6   52.9    1.8   22.0
 11.40   53.9  227.3  530.4  109.6   32.0   11.2   26.9    1.2   12.5
 11.45   55.1  546.2  864.2   94.9   40.5   23.8   49.4    1.5   14.0
 11.50   81.9  418.3  507.1  130.1   57.0   29.5   50.6    2.4   78.8
 11.55   84.3  340.6  291.2   95.6   23.2   23.8  111.6    2.7  117.8
 11.60   39.8  123.6  213.0   67.4   28.7   20.5   35.0    2.1   19.5
 11.65   50.6  177.0  346.0  106.3   28.1   48.2   37.8    2.4   30.9
	      



