% Antarctica 2K 2017 isotope anomalies
Units
% weighting method : based on the correlation between site T and regional T from NB2014 forced by ERA-Interim
% smoothing : 10-year binned averages
% col 1 : time, in year AD
% col 2 : East Antarctic Plateau
% col 3 : Wilkes Land Coast
% col 4 : Weddell Sea Coast
% col 5 : Antarctic Peninsula
% col 6 : West Antarctic Ice Sheet
% col 7 : Victoria Land Coast
% col 8 : Dronning Maud Land Coast
% col 9 : West Antarctica: WAIS+Peninsula
% col 10 : East Antarctica
% col 11 : whole Antarctica


Time (year AD)	1. East Antarctic Plateau	2. Wilkes Land Coast	3. Weddell Sea Coast	4. Antarctic Peninsula	5. West Antarctic Ice Sheet	6. Victoria Land Coast	7. Dronning Maud Land Coast	West Antarctica	East Antarctica	All Antarctica
1495	-0.363	0.081	1.1056	-0.4272	0.3638	-0.3796	      NaN	0.1346	-0.0878	0.089
1505	-0.12	0.1769	-0.4304	0.2048	0.064	-1.2287	      NaN	0.0464	-0.3676	-0.297
1515	-0.366	0.4325	-0.1534	-0.4222	0.1014	-1.6741	      NaN	0.0266	-0.3963	-0.2799
1525	-0.3253	0.9204	0.1786	-0.1396	0.3745	-0.133	      NaN	0.3206	-0.2426	-0.1627
1535	0.3041	0.1926	0.8236	0.1235	0.3205	0.1191	-1.0429	0.3041	0.2712	0.1969
1545	-0.4484	0.0206	0.9926	0.0321	0.0081	-1.3459	-1.0379	0.0415	-0.3977	-0.3359
1555	-0.2587	0.3213	0.1206	-0.6812	0.5048	-0.4569	-1.4402	0.2435	0.0396	0.1989
1565	-0.3956	0.3581	0.2546	-0.174	0.1941	-0.5476	-1.3512	0.0965	-0.1424	-0.1169
1575	-0.8391	-0.1132	0.0676	-0.4779	-0.0691	-1.3393	-1.8259	-0.2063	-0.5786	-0.5423
1585	0.1311	0.1277	-0.6834	-0.5409	0.0176	-1.2511	-0.9721	-0.2061	-0.2442	-0.2345
1595	-0.4206	0.0007	-0.3674	0.4304	-0.0265	-0.713	-3.1995	0.0663	-0.4007	-0.2986
1605	0.131	0.3563	0.5476	-0.0832	0.0791	0.3447	-3.2031	0.1771	0.1483	0.0834
1615	-0.4846	0.6166	-0.6544	0.2916	0.2	0.1228	-1.3734	0.171	-0.3577	-0.2482
1625	-1.0683	0.2705	0.3286	-0.3088	0.0054	-1.0286	-1.4144	-0.1262	-0.8506	-0.6663
1635	-0.4437	0.0098	0.3016	-0.3075	0.43	-0.6266	-0.9858	0.2615	-0.2304	-0.134
1645	-0.5251	0.2414	0.5356	-0.2825	-0.0169	-0.8013	-1.1233	-0.0552	-0.5637	-0.4883
1655	-0.7687	0.5082	-0.1234	0.1716	0.7537	-0.2237	-2.0656	0.6222	-0.6758	-0.3507
1665	-0.6148	0.0543	1.6186	-0.073	0.2238	-0.006	-2.7702	0.1685	-0.2472	-0.198
1675	-0.5227	0.2862	0.1466	-0.2331	-0.226	-1.253	-1.2869	-0.3165	-0.3776	-0.2835
1685	-0.5335	0.2924	-0.2714	0.2538	0.2487	-0.6943	-1.8326	0.2491	-0.3733	-0.2261
1695	-0.7255	-0.4435	-0.6984	-0.1134	0.5471	-1.4461	-3.6659	0.395	-0.673	-0.4539
1705	-0.4163	0.1617	0.3176	0.0271	0.0778	-0.5614	-1.1781	0.0495	-0.5263	-0.3477
1715	-0.121	0.6477	0.0966	-0.0004	-0.0664	-0.3061	-0.5634	-0.1054	-0.3903	-0.283
1725	-0.0401	0.3087	0.9016	-0.3472	0.2754	-1.2161	1.813	0.1165	-0.1247	-0.2705
1735	-0.2694	0.1388	0.9316	0.3094	0.0656	-0.6378	-1.3032	0.1155	-0.1252	-0.1377
1745	-0.2921	0.038	-0.1504	-0.1839	-0.7158	-0.5291	0.3909	-0.625	-0.2239	-0.3672
1755	0.2575	0.0771	0.5776	-0.0002	-0.1516	-0.8801	-0.3216	-0.0949	0.2602	0.0523
1765	-0.6272	-0.1209	-0.0104	0.0796	0.3439	-1.548	-0.6735	0.2341	-0.3748	-0.3354
1775	-0.5001	-0.1626	0.1856	0.0135	-0.0545	-1.1506	0.0925	-0.3317	-0.4506	-0.3468
1785	-0.6112	-0.4127	-0.8124	-0.012	-0.1828	0.1592	-0.6602	-0.0911	-0.5863	-0.5205
1795	-0.5798	-0.1712	0.3496	0.0914	-0.1276	-0.1145	0.6585	-0.0099	-0.4914	-0.3133
1805	-0.5777	-0.5634	0.7006	-0.3661	-0.1061	-0.9265	-0.3906	-0.1572	-0.4829	-0.3735
1815	-0.3463	-0.2023	1.0656	-0.0265	0.2296	-0.2017	0.0376	0.0583	-0.0773	0.0582
1825	-0.5227	0.1306	-0.4924	-0.2782	0.4121	-0.9856	-0.431	0.1725	-0.3208	-0.1201
1835	-0.3708	0.1461	0.2456	0.6161	0.764	-1.0647	-0.2828	0.5442	-0.3559	-0.0199
1845	-0.6321	-0.3327	0.1106	-0.5985	-0.1139	-0.4961	0.1444	-0.2636	-0.6995	-0.4981
1855	-0.5739	0.2884	-0.6454	-0.5007	0.4725	-1.0894	-0.2572	0.1759	-0.5434	-0.3628
1865	-0.1657	0.5653	-1.3294	-0.4873	0.2644	0.3164	0.7611	-0.126	-0.2266	0.0129
1875	-0.0331	-0.0143	-0.9974	0.0694	0.1875	-0.5188	-1.2078	0.079	-0.2114	-0.0796
1885	-0.3016	-0.3496	0.2596	-0.2379	0.3483	0.6799	-0.1521	0.1137	-0.1287	0.0583
1895	0.3636	-0.369	-0.1834	-0.12	0.1128	-0.4333	-1.0831	-0.0285	0.2033	0.1185
1905	0.0364	-0.3522	0.1576	-0.1166	-0.1396	-0.0959	0.2767	-0.1602	0.195	0.2107
1915	-0.1142	-0.4255	0.9196	-0.1164	0.0627	0.0112	-0.0166	0.0447	-0.0796	-0.0097
1925	0.9632	0.0654	-0.4374	-0.2857	-0.0147	0.0924	-0.1001	-0.121	0.5426	0.2765
1935	0.0678	-0.4482	-0.2574	-0.1154	0.1167	0.1601	-0.7566	0.0244	-0.3542	-0.186
1945	-0.3429	0.1447	0.4816	-0.07	-0.2044	-0.1275	-0.2982	-0.1602	-0.2798	-0.0924
1955	-0.3328	0.1568	-0.2774	0.0272	-0.1596	0.0847	-0.261	-0.0797	-0.1682	-0.151
1965	-0.176	0.1252	-0.5934	-0.1164	-0.102	0.2583	0.4538	-0.0655	-0.0442	-0.0819
1975	-0.4878	-0.0129	-0.6854	0.3403	0.1905	0.0355	0.6227	0.2328	-0.3168	-0.2182
1985	0.0412	0.7467	0.6926	0.453	0.2503	-0.3346	0.5385	0.2847	0.1343	0.1844
1995	-0.1623	-0.1644	      NaN	0.4963	0.2361	-0.1798	1.1026	0.2929	0.3786	0.35
2005	0.5556	      NaN	      NaN	0.8142	0.64	-0.9135	1.1064	0.6519	0.1976	0.1988
