% Antarctica 2K 2017 isotope anomalies (relative to 1900-1990 reference interval)
% weighting method : unweighted, with grid reduction
% smoothing : 10-year binned averages
% columns after each regional mean composite give details of n (number of records) as well as 5%, 25%, 75% and 95% levels of composites
% col 1 : time, in year AD
% col 2 : East Antarctic Plateau (mean; per mil, d18O equivalent)
% col 9 : Wilkes Land Coast (mean; per mil, d18O equivalent)
% col 16 : Weddell Sea Coast (mean; per mil, d18O equivalent)
% col 23 : Antarctic Peninsula (mean; per mil, d18O equivalent)
% col 30 : West Antarctic Ice Sheet (mean; per mil, d18O equivalent)
% col 37 : Victoria Land Coast (mean; per mil, d18O equivalent)
% col 44 : Dronning Maud Land Coast (mean; per mil, d18O equivalent)


Time (year AD, centre of 10y bin)	1. East Antarctic Plateau	n	5%	25%	75%	95%		2. Wilkes Land Coast	n	5%	25%	75%	95%		3. Weddell Sea Coast	n	5%	25%	75%	95%		4. Antarctic Peninsula	n	5%	25%	75%	95%		5. West Antarctic Ice Sheet	n	5%	25%	75%	95%		6. Victoria Land Coast	n	5%	25%	75%	95%		7. Dronning Maud Land Coast	n	5%	25%	75%	95%
1405	-0.1241	11	-0.6698	-0.2079	0.1164	0.2021		0.5316	1	NaN	NaN	NaN	NaN		0.6756	1	NaN	NaN	NaN	NaN		0.3294	1	NaN	NaN	NaN	NaN		0.3948	3	-0.3111	-0.3111	1.1007	1.1007		-0.7893	2	-0.9270	-0.9270	-0.6516	-0.6516		       NaN	0	NaN	NaN	NaN	NaN
1415	-0.6916	11	-1.5729	-1.1087	-0.1025	0.0757		0.5285	1	NaN	NaN	NaN	NaN		0.1606	1	NaN	NaN	NaN	NaN		-0.4398	1	NaN	NaN	NaN	NaN		-0.0421	3	-0.1600	-0.1600	0.0757	0.0757		-0.1873	2	-0.6990	-0.6990	0.3243	0.3243		       NaN	0	NaN	NaN	NaN	NaN
1425	-0.293	11	-0.7497	-0.7354	0.1544	0.3296		-0.0005	1	NaN	NaN	NaN	NaN		1.3556	1	NaN	NaN	NaN	NaN		-1.3072	1	NaN	NaN	NaN	NaN		0.1024	4	-0.3996	-0.2189	0.3685	0.3836		-1.2528	2	-1.6697	-1.6697	-0.8360	-0.8360		       NaN	0	NaN	NaN	NaN	NaN
1435	-0.5961	11	-2.2354	-0.9056	-0.2358	0.6593		0.4233	1	NaN	NaN	NaN	NaN		0.4986	1	NaN	NaN	NaN	NaN		-0.6248	1	NaN	NaN	NaN	NaN		-0.0453	4	-0.6068	-0.4742	0.3913	0.5472		-0.6838	2	-0.8170	-0.8170	-0.5506	-0.5506		       NaN	0	NaN	NaN	NaN	NaN
1445	-0.4135	11	-1.2862	-0.8512	0.1266	0.5207		-0.011	1	NaN	NaN	NaN	NaN		-0.0064	1	NaN	NaN	NaN	NaN		0.1212	1	NaN	NaN	NaN	NaN		0.0418	4	-0.3523	-0.2347	0.2991	0.3594		0.6972	2	-0.3800	-0.3800	1.7743	1.7743		       NaN	0	NaN	NaN	NaN	NaN
1455	-0.6524	11	-2.0361	-1.4838	0.0017	0.4311		0.2178	1	NaN	NaN	NaN	NaN		0.0006	1	NaN	NaN	NaN	NaN		-0.8767	1	NaN	NaN	NaN	NaN		-0.7041	4	-0.7275	-0.7253	-0.6793	-0.6661		-1.1761	2	-1.3599	-1.3599	-0.9922	-0.9922		       NaN	0	NaN	NaN	NaN	NaN
1465	-0.0243	11	-0.9586	-0.8815	0.5400	1.9065		0.2826	1	NaN	NaN	NaN	NaN		0.3306	1	NaN	NaN	NaN	NaN		0.6809	1	NaN	NaN	NaN	NaN		-0.4526	4	-1.7764	-1.2806	0.2105	0.2117		-1.309	2	-2.1834	-2.1834	-0.4345	-0.4345		       NaN	0	NaN	NaN	NaN	NaN
1475	-0.8481	10	-1.7786	-0.8880	-0.5980	-0.4462		0.5344	1	NaN	NaN	NaN	NaN		0.4126	1	NaN	NaN	NaN	NaN		0.0882	1	NaN	NaN	NaN	NaN		-0.0691	4	-0.2878	-0.2467	0.1221	0.2039		-0.4373	3	-0.5227	-0.5227	-0.3520	-0.3520		       NaN	0	NaN	NaN	NaN	NaN
1485	-0.3625	10	-1.1196	-0.6425	-0.1730	0.5946		0.019	1	NaN	NaN	NaN	NaN		-0.9944	1	NaN	NaN	NaN	NaN		-0.3425	1	NaN	NaN	NaN	NaN		0.7325	4	0.2867	0.3282	1.2066	1.4578		-0.7143	3	-1.1377	-1.1377	-0.2910	-0.2910		       NaN	0	NaN	NaN	NaN	NaN
1495	-0.4361	10	-1.1391	-0.7040	-0.2279	0.3019		0.081	1	NaN	NaN	NaN	NaN		1.1056	1	NaN	NaN	NaN	NaN		-0.4272	1	NaN	NaN	NaN	NaN		0.1713	4	-0.1879	-0.1517	0.5478	0.7448		-0.2522	3	-1.6885	-1.6885	1.1840	1.1840		       NaN	0	NaN	NaN	NaN	NaN
1505	-0.4309	10	-1.1872	-0.8341	-0.4236	1.0380		0.1769	1	NaN	NaN	NaN	NaN		-0.4304	1	NaN	NaN	NaN	NaN		0.1563	2	0.0946	0.0946	0.2180	0.2180		-0.029	4	-0.5119	-0.3637	0.2783	0.3440		-1.082	3	-1.5780	-1.5780	-0.5860	-0.5860		       NaN	0	NaN	NaN	NaN	NaN
1515	-0.4401	10	-1.6454	-1.0050	0.0868	1.0018		0.4325	1	NaN	NaN	NaN	NaN		-0.1534	1	NaN	NaN	NaN	NaN		-0.5559	2	-0.7257	-0.7257	-0.3860	-0.3860		-0.0652	4	-0.9875	-0.7150	0.5427	0.6894		-1.1611	3	-1.3133	-1.3133	-1.0090	-1.0090		       NaN	0	NaN	NaN	NaN	NaN
1525	-0.529	10	-1.1596	-0.9392	-0.2026	-0.1213		0.9204	1	NaN	NaN	NaN	NaN		0.1786	1	NaN	NaN	NaN	NaN		-0.1825	2	-0.2370	-0.2370	-0.1280	-0.1280		0.553	4	0.2083	0.2109	0.9787	1.2321		0.1089	3	-0.2022	-0.2022	0.4200	0.4200		       NaN	0	NaN	NaN	NaN	NaN
1535	-0.2383	10	-1.0534	-0.8303	-0.0434	1.7010		0.1926	1	NaN	NaN	NaN	NaN		0.8236	1	NaN	NaN	NaN	NaN		0.0884	2	0.0438	0.0438	0.1330	0.1330		0.4152	4	0.2036	0.2327	0.6214	0.7219		0.9581	3	0.2799	0.2799	1.6363	1.6363		-1.0429	1	NaN	NaN	NaN	NaN
1545	-0.3683	10	-1.0469	-0.7485	-0.0989	0.7438		0.0206	1	NaN	NaN	NaN	NaN		0.9926	1	NaN	NaN	NaN	NaN		-0.1336	2	-0.3442	-0.3442	0.0770	0.0770		0.0724	4	-0.0893	-0.0523	0.2004	0.2477		-1.1616	3	-2.4226	-2.4226	0.0993	0.0993		-1.0379	1	NaN	NaN	NaN	NaN
1555	0.1054	10	-0.8044	-0.3624	0.3731	1.8543		0.3213	1	NaN	NaN	NaN	NaN		0.1206	1	NaN	NaN	NaN	NaN		-0.8889	2	-1.1527	-1.1527	-0.6250	-0.6250		0.4897	4	0.2098	0.3141	0.6310	0.6324		-0.0794	3	-0.1450	-0.1450	-0.0138	-0.0138		-1.4402	1	NaN	NaN	NaN	NaN
1565	-0.0746	10	-1.6054	-0.1791	0.3866	0.5667		0.3581	1	NaN	NaN	NaN	NaN		0.2546	1	NaN	NaN	NaN	NaN		0.0852	2	-0.2440	-0.2440	0.4144	0.4144		0.1866	4	0.0339	0.0903	0.2647	0.2665		-0.1656	3	-0.8122	-0.8122	0.4811	0.4811		-1.3512	1	NaN	NaN	NaN	NaN
1575	-0.4672	10	-1.6307	-1.2054	0.3216	0.8320		-0.1132	1	NaN	NaN	NaN	NaN		0.0676	1	NaN	NaN	NaN	NaN		-0.3221	2	-0.5200	-0.5200	-0.1241	-0.1241		-0.18	4	-0.4550	-0.3909	0.0355	0.1135		-1.1964	3	-1.3700	-1.3700	-1.0228	-1.0228		-1.8259	1	NaN	NaN	NaN	NaN
1585	-0.009	10	-1.2454	-0.7763	0.7336	1.7692		0.1277	1	NaN	NaN	NaN	NaN		-0.6834	1	NaN	NaN	NaN	NaN		-0.6809	2	-0.8587	-0.8587	-0.5030	-0.5030		-0.2444	4	-1.1480	-0.8353	0.2597	0.3121		-1.4268	3	-1.5826	-1.5826	-1.2709	-1.2709		-0.9721	1	NaN	NaN	NaN	NaN
1595	-0.4655	11	-1.2183	-0.8842	-0.0443	0.4353		0.0007	1	NaN	NaN	NaN	NaN		-0.3674	1	NaN	NaN	NaN	NaN		0.6542	2	0.3700	0.3700	0.9384	0.9384		-0.1696	4	-0.4495	-0.4267	0.1347	0.2990		-1.0777	3	-1.7371	-1.7371	-0.4184	-0.4184		-3.1995	1	NaN	NaN	NaN	NaN
1605	0.0322	11	-0.7907	-0.4044	0.2493	1.4963		0.3563	1	NaN	NaN	NaN	NaN		0.5476	1	NaN	NaN	NaN	NaN		0.0455	2	-0.1180	-0.1180	0.2091	0.2091		0.2597	4	-0.8740	-0.6080	1.1448	1.4632		0.7414	3	0.6301	0.6301	0.8528	0.8528		-3.2031	1	NaN	NaN	NaN	NaN
1615	-0.4785	11	-0.9754	-0.7309	-0.1731	-0.1235		0.6166	1	NaN	NaN	NaN	NaN		-0.6544	1	NaN	NaN	NaN	NaN		0.3124	2	0.2860	0.2860	0.3388	0.3388		0.0878	4	-0.3743	-0.2094	0.3357	0.3524		0.0979	3	-0.3893	-0.3893	0.5850	0.5850		-1.3734	1	NaN	NaN	NaN	NaN
1625	-0.9743	11	-1.7145	-1.4311	-0.8158	0.1388		0.2705	1	NaN	NaN	NaN	NaN		0.3286	1	NaN	NaN	NaN	NaN		0.036	2	-0.4020	-0.4020	0.4741	0.4741		-0.0364	4	-0.2806	-0.2108	0.1294	0.1730		-0.4619	3	-1.8249	-1.8249	0.9010	0.9010		-1.4144	1	NaN	NaN	NaN	NaN
1635	-0.3553	11	-1.1914	-0.7081	-0.0129	0.4386		0.0098	1	NaN	NaN	NaN	NaN		0.3016	1	NaN	NaN	NaN	NaN		-0.0317	2	-0.3820	-0.3820	0.3187	0.3187		0.3511	4	-0.2242	-0.0380	0.6979	0.7570		-0.3999	3	-0.9378	-0.9378	0.1380	0.1380		-0.9858	1	NaN	NaN	NaN	NaN
1645	-0.4597	11	-1.0114	-0.9518	0.1227	0.3425		0.2414	1	NaN	NaN	NaN	NaN		0.5356	1	NaN	NaN	NaN	NaN		-0.4024	2	-0.5548	-0.5548	-0.2500	-0.2500		0.0986	4	-0.2243	-0.1265	0.3066	0.3531		-0.5657	3	-1.0140	-1.0140	-0.1175	-0.1175		-1.1233	1	NaN	NaN	NaN	NaN
1655	-0.4721	12	-1.7032	-0.8901	0.2253	0.3858		0.5082	1	NaN	NaN	NaN	NaN		-0.1234	1	NaN	NaN	NaN	NaN		-0.0775	2	-0.3940	-0.3940	0.2390	0.2390		0.6889	4	0.5511	0.5660	0.8313	0.9049		-0.8949	3	-1.6152	-1.6152	-0.1745	-0.1745		-2.0656	1	NaN	NaN	NaN	NaN
1665	-0.436	12	-1.4495	-0.7815	-0.2010	0.8692		0.0543	1	NaN	NaN	NaN	NaN		1.6186	1	NaN	NaN	NaN	NaN		0.0495	2	-0.1060	-0.1060	0.2050	0.2050		0.2943	4	0.1543	0.1591	0.4597	0.5552		0.0952	3	-0.6474	-0.6474	0.8378	0.8378		-2.7702	1	NaN	NaN	NaN	NaN
1675	-0.2548	12	-1.4154	-0.7452	0.5945	0.7532		0.2862	1	NaN	NaN	NaN	NaN		0.1466	1	NaN	NaN	NaN	NaN		0.1811	2	-0.3450	-0.3450	0.7073	0.7073		-0.2068	5	-0.8615	-0.6270	0.1426	0.1646		-0.9966	3	-1.1350	-1.1350	-0.8582	-0.8582		-1.2869	1	NaN	NaN	NaN	NaN
1685	-0.1913	12	-1.6354	-0.6915	0.7024	0.8364		0.2924	1	NaN	NaN	NaN	NaN		-0.2714	1	NaN	NaN	NaN	NaN		-0.2534	2	-0.8978	-0.8978	0.3910	0.3910		0.0445	5	-0.2873	-0.1837	0.2521	0.2937		0.0652	3	-0.1686	-0.1686	0.2990	0.2990		-1.8326	1	NaN	NaN	NaN	NaN
1695	-0.635	12	-1.4203	-0.9861	-0.1817	0.3657		-0.4435	1	NaN	NaN	NaN	NaN		-0.6984	1	NaN	NaN	NaN	NaN		-0.2443	2	-0.4106	-0.4106	-0.0780	-0.0780		0.5416	5	0.5139	0.5182	0.5676	0.5797		-0.0319	3	-0.0350	-0.0350	-0.0289	-0.0289		-3.6659	1	NaN	NaN	NaN	NaN
1705	-0.4983	12	-1.4604	-1.2552	-0.0801	1.4064		0.1617	1	NaN	NaN	NaN	NaN		0.3176	1	NaN	NaN	NaN	NaN		0.1607	2	-0.0090	-0.0090	0.3305	0.3305		0.0656	6	-0.0630	-0.0231	0.1467	0.1634		-0.8038	3	-1.4016	-1.4016	-0.2060	-0.2060		-1.1781	1	NaN	NaN	NaN	NaN
1715	-0.3092	14	-1.7598	-0.6839	0.1940	0.4493		0.6477	1	NaN	NaN	NaN	NaN		0.0966	1	NaN	NaN	NaN	NaN		-0.0274	2	-0.0617	-0.0617	0.0070	0.0070		-0.0819	6	-0.3372	-0.2696	0.1019	0.1582		-1.0879	3	-1.4680	-1.4680	-0.7078	-0.7078		-0.5634	1	NaN	NaN	NaN	NaN
1725	-0.1164	14	-0.9024	-0.6571	0.2607	1.1036		0.3087	1	NaN	NaN	NaN	NaN		0.9016	1	NaN	NaN	NaN	NaN		-0.3071	2	-0.3580	-0.3580	-0.2562	-0.2562		0.0505	8	-1.3037	-0.1428	0.4873	0.5134		-1.038	3	-1.3700	-1.3700	-0.7060	-0.7060		1.813	1	NaN	NaN	NaN	NaN
1735	-0.4471	14	-1.5916	-0.9406	0.0545	0.4058		0.1388	1	NaN	NaN	NaN	NaN		0.9316	1	NaN	NaN	NaN	NaN		0.2371	2	0.1453	0.1453	0.3290	0.3290		0.1926	8	-0.7884	-0.1417	0.6485	0.8730		-0.769	3	-1.5930	-1.5930	0.0550	0.0550		-1.3032	1	NaN	NaN	NaN	NaN
1745	-0.1987	14	-1.7072	-0.5716	0.2004	0.9303		0.038	1	NaN	NaN	NaN	NaN		-0.1504	1	NaN	NaN	NaN	NaN		0.0201	2	-0.2390	-0.2390	0.2793	0.2793		-0.4121	8	-1.5554	-1.0704	0.4375	0.8369		-0.5281	3	-0.6890	-0.6890	-0.3673	-0.3673		-0.1062	2	-1.3436	-1.3436	1.1311	1.1311
1755	0.0934	14	-0.7365	-0.5101	0.4287	1.4502		0.0771	1	NaN	NaN	NaN	NaN		0.5776	1	NaN	NaN	NaN	NaN		0.0216	2	-0.0060	-0.0060	0.0493	0.0493		-0.0169	8	-1.7859	-0.7225	1.0968	1.1449		-1.5454	3	-1.5937	-1.5937	-1.4971	-1.4971		0.0508	2	-0.8759	-0.8759	0.9774	0.9774
1765	-0.7154	15	-2.2896	-1.2927	-0.4302	0.6926		-0.1254	2	-0.4141	-0.4141	0.1632	0.1632		-0.0104	1	NaN	NaN	NaN	NaN		0.4372	2	-0.0170	-0.0170	0.8914	0.8914		-0.0309	8	-0.8888	-0.3253	0.4565	0.5602		-1.0649	3	-1.6838	-1.6838	-0.4460	-0.4460		-1.0836	2	-2.1043	-2.1043	-0.0629	-0.0629
1775	-0.5102	15	-1.5668	-0.7861	-0.3677	1.5753		-0.1713	2	-0.7298	-0.7298	0.3873	0.3873		0.1856	1	NaN	NaN	NaN	NaN		0.2746	2	-0.0570	-0.0570	0.6062	0.6062		-0.2361	8	-1.3177	-0.9083	0.3079	0.4748		-1.1756	4	-2.3579	-2.0562	-0.3012	-0.0180		0.2983	2	-0.2139	-0.2139	0.8104	0.8104
1785	-0.8298	15	-1.5985	-1.2395	-0.3796	-0.0529		-0.4176	2	-0.7341	-0.7341	-0.1012	-0.1012		-0.8124	1	NaN	NaN	NaN	NaN		0.0992	2	-0.0420	-0.0420	0.2404	0.2404		-0.1728	9	-1.3461	-0.4140	0.1450	0.6972		-0.5968	4	-1.8930	-1.5834	0.4042	0.7570		-0.7349	2	-0.9209	-0.9209	-0.5489	-0.5489
1795	-0.3889	15	-1.4539	-0.8469	0.1249	0.3776		-0.1733	2	-0.3119	-0.3119	-0.0347	-0.0347		0.3496	1	NaN	NaN	NaN	NaN		0.0708	2	0.0446	0.0446	0.0970	0.0970		-0.0698	9	-0.4621	-0.3275	0.2296	0.5228		-0.2316	4	-0.8535	-0.7687	0.3762	0.6730		1.0537	2	0.0701	0.0701	2.0373	2.0373
1805	-0.384	28	-1.3575	-1.1082	0.2955	0.7431		-0.5651	2	-0.6729	-0.6729	-0.4573	-0.4573		0.7006	1	NaN	NaN	NaN	NaN		-0.1186	2	-0.4330	-0.4330	0.1959	0.1959		-0.1949	10	-0.9270	-0.4912	0.1430	0.2816		-1.0958	4	-1.5485	-1.3814	-0.8642	-0.8589		-0.0115	2	-0.9549	-0.9549	0.9318	0.9318
1815	-0.1618	29	-1.4752	-0.4549	0.3593	0.7606		-0.2022	2	-0.2042	-0.2042	-0.2002	-0.2002		1.0656	1	NaN	NaN	NaN	NaN		0.1569	2	-0.0760	-0.0760	0.3898	0.3898		0.118	10	-0.4123	-0.2179	0.3348	1.0169		-0.6575	4	-2.0594	-1.5886	0.1532	0.2629		-0.3557	2	-1.3344	-1.3344	0.6231	0.6231
1825	-0.5	29	-1.4186	-0.8177	-0.0470	0.2382		0.1318	2	0.0550	0.0550	0.2086	0.2086		-0.4924	1	NaN	NaN	NaN	NaN		-0.0495	2	-0.3400	-0.3400	0.2410	0.2410		0.2682	10	-0.4112	-0.3977	0.5159	1.7878		-0.6316	4	-2.0047	-1.5339	0.1433	0.2315		-0.6817	2	-1.3055	-1.3055	-0.0579	-0.0579
1835	-0.199	29	-1.0531	-0.6028	0.1652	0.6481		0.1496	2	-0.0758	-0.0758	0.3750	0.3750		0.2456	1	NaN	NaN	NaN	NaN		0.6132	2	0.6094	0.6094	0.6170	0.6170		0.6712	10	0.0119	0.1062	0.5550	3.2356		-0.688	4	-1.0895	-1.0010	-0.3631	-0.2390		-0.2371	2	-0.3509	-0.3509	-0.1233	-0.1233
1845	-0.4981	28	-2.1942	-0.8726	0.1712	0.8109		-0.3408	2	-0.8616	-0.8616	0.1799	0.1799		0.1106	1	NaN	NaN	NaN	NaN		-0.4376	2	-0.6420	-0.6420	-0.2331	-0.2331		-0.0669	10	-0.7108	-0.4158	0.1602	0.8578		-0.8655	4	-1.5700	-1.3362	-0.4523	-0.3915		0.1896	2	0.0771	0.0771	0.3020	0.3020
1855	-0.4959	28	-2.0858	-0.9656	0.2358	0.7941		0.2886	2	0.2755	0.2755	0.3017	0.3017		-0.6454	1	NaN	NaN	NaN	NaN		-0.0851	2	-0.6130	-0.6130	0.4429	0.4429		0.5458	11	-0.2423	-0.0750	0.9705	1.9120		-0.8645	4	-1.5900	-1.5232	-0.0913	0.3192		-0.3258	2	-0.4968	-0.4968	-0.1549	-0.1549
1865	-0.1454	28	-0.7385	-0.4185	0.1461	0.4344		0.5739	2	0.0238	0.0238	1.1240	1.1240		-1.3294	1	NaN	NaN	NaN	NaN		-0.3464	3	-0.5718	-0.5711	-0.0661	0.1016		0.1423	12	-0.3890	-0.2491	0.1236	2.1331		-0.0268	4	-1.0835	-1.0012	1.1294	1.7573		0.5514	2	0.0298	0.0298	1.0731	1.0731
1875	-0.0663	28	-0.3994	-0.3523	0.1673	0.4342		-0.0097	2	-0.3040	-0.3040	0.2845	0.2845		-0.9974	1	NaN	NaN	NaN	NaN		0.0512	3	-0.0147	0.0085	0.0872	0.0903		0.0405	12	-0.5990	-0.4602	0.3632	1.3173		-1.0481	4	-1.6504	-1.4420	-0.7120	-0.6770		-1.2689	2	-1.4209	-1.4209	-1.1169	-1.1169
1885	-0.4393	27	-1.5896	-1.0916	0.1560	0.9389		-0.3505	2	-0.4078	-0.4078	-0.2931	-0.2931		0.2596	1	NaN	NaN	NaN	NaN		-0.0453	3	-0.3930	-0.3278	0.2590	0.3894		0.2862	12	-0.2327	0.0844	0.3791	1.2620		-0.7104	5	-0.9138	-0.8605	-0.5629	-0.5170		-0.3472	3	-0.9657	-0.7387	-0.0281	-0.0181
1895	0.2	29	-0.9655	-0.5061	0.6044	1.7397		-0.376	2	-0.8212	-0.8212	0.0693	0.0693		-0.1834	1	NaN	NaN	NaN	NaN		0.0745	3	-0.2560	-0.2217	0.4190	0.5982		-0.0039	14	-0.9193	-0.2249	0.1122	1.1726		0.1025	5	-0.3987	-0.3455	0.6225	0.8920		-1.0524	4	-1.5859	-1.5499	-0.5548	-0.4529
1905	-0.1974	33	-1.6037	-0.9675	0.4547	1.6490		-0.3592	2	-0.8058	-0.8058	0.0874	0.0874		0.1576	1	NaN	NaN	NaN	NaN		-0.1488	4	-0.5600	-0.3587	0.0611	0.1235		-0.1739	14	-0.8302	-0.5963	0.2984	0.6373		-0.4325	5	-0.6610	-0.6239	-0.2212	-0.1240		0.0268	5	-0.2759	-0.2194	0.2729	0.6194
1915	-0.2344	34	-1.4971	-0.5823	0.2745	0.6856		-0.4343	2	-1.0021	-1.0021	0.1335	0.1335		0.9196	1	NaN	NaN	NaN	NaN		-0.152	4	-0.3330	-0.2490	-0.0551	-0.0201		0.0814	14	-0.3906	-0.2214	0.3414	0.8521		-0.0554	5	-0.2667	-0.2060	0.0874	0.1246		-0.2382	5	-1.0459	-0.7808	0.3043	0.5625
1925	0.2259	33	-0.9400	-0.5503	0.4691	2.0394		0.069	2	-0.1680	-0.1680	0.3061	0.3061		-0.4374	1	NaN	NaN	NaN	NaN		-0.3145	4	-0.6501	-0.5676	-0.0614	-0.0255		-0.0417	14	-1.0839	-0.1749	0.1352	0.3616		0.0191	5	-0.1049	-0.0609	0.0860	0.0910		0.0117	5	-0.4186	-0.2183	0.2417	0.3313
1935	0.3948	33	-0.6015	-0.1675	1.1936	1.6420		-0.4544	2	-0.8535	-0.8535	-0.0553	-0.0553		-0.2574	1	NaN	NaN	NaN	NaN		-0.0594	4	-0.4020	-0.2985	0.1797	0.2228		0.2762	14	-0.4350	0.0019	0.4871	0.9317		0.2738	5	-0.1348	-0.0603	0.6355	0.7929		-0.6882	5	-1.4012	-1.0720	-0.3043	-0.0049
1945	0.1094	33	-1.1795	-0.4898	0.7096	1.3200		0.1493	2	-0.1441	-0.1441	0.4427	0.4427		0.4816	1	NaN	NaN	NaN	NaN		-0.0644	4	-0.4515	-0.3273	0.1986	0.3560		0.0522	14	-1.4594	-0.1225	0.4037	0.7442		-0.0304	4	-0.2658	-0.2658	0.2049	0.2049		-0.3516	5	-0.8670	-0.7419	0.0387	0.2071
1955	-0.0965	32	-0.8340	-0.6550	0.2377	0.8711		0.1572	2	0.1331	0.1331	0.1813	0.1813		-0.2774	1	NaN	NaN	NaN	NaN		-0.001	4	-0.3700	-0.2195	0.2174	0.3210		-0.2271	14	-0.5827	-0.4076	-0.1230	0.3816		0.3264	4	0.3056	0.3056	0.3473	0.3473		-0.1733	5	-0.5069	-0.4339	0.0874	0.3644
1965	-0.1647	32	-1.1046	-0.4733	0.1573	0.6576		0.1324	2	-0.3256	-0.3256	0.5903	0.5903		-0.5934	1	NaN	NaN	NaN	NaN		-0.1374	4	-0.2901	-0.2020	-0.0728	-0.0726		-0.1583	14	-0.7394	-0.2787	-0.0847	0.8139		0.2743	4	-0.2591	-0.2591	0.8077	0.8077		0.6445	5	0.2681	0.2932	0.9957	1.0501
1975	-0.0325	32	-1.0914	-0.5967	0.5318	1.4350		-0.0151	2	-0.1566	-0.1566	0.1263	0.1263		-0.6854	1	NaN	NaN	NaN	NaN		0.4373	4	-0.1142	0.2097	0.6649	0.7830		-0.0381	14	-0.5983	-0.2200	0.0259	0.6915		-0.0935	4	-0.6194	-0.6194	0.4325	0.4325		0.5163	5	-0.2566	-0.1607	1.1932	1.4544
1985	-0.0591	32	-0.5929	-0.1890	0.1855	0.2465		0.7551	2	0.2126	0.2126	1.2976	1.2976		0.6926	1	NaN	NaN	NaN	NaN		0.4402	4	0.3771	0.3778	0.5026	0.5404		0.2065	13	-0.1015	-0.0088	0.4093	0.8177		-0.0947	4	-0.3027	-0.3027	0.1132	0.1132		0.491	4	0.3288	0.3689	0.6136	0.6551
1995	-0.0124	28	-1.5102	-0.7664	0.5729	1.2328		-0.1644	1	NaN	NaN	NaN	NaN		      NaN	0	NaN	NaN	NaN	NaN		0.5577	3	0.3617	0.3624	0.8013	0.9469		0.2648	13	-0.4532	-0.0013	0.4869	0.8957		-0.1239	3	-0.2243	-0.2243	-0.0235	-0.0235		0.9709	4	0.6561	0.6886	1.2993	1.4704
2005	0.7299	3	0.2796	0.4273	0.9973	1.0396		      NaN	0	NaN	NaN	NaN	NaN		      NaN	0	NaN	NaN	NaN	NaN		0.7751	3	0.5612	0.6326	0.8998	0.9175		0.815	4	0.0742	0.3442	1.2010	1.2167		-0.9547	2	-1.3489	-1.3489	-0.5605	-0.5605		1.1064	1	NaN	NaN	NaN	NaN
