% Antarctica 2K 2017 isotope anomalies
% units:
% weighting method : based on the correlation between site d18O and regional d18O from ECHAM5 nudged by ERA-Interim
% smoothing : 10-year binned averages
% col 1 : time, in year AD
% col 2 : East Antarctic Plateau
% col 3 : Wilkes Land Coast
% col 4 : Weddell Sea Coast
% col 5 : Antarctic Peninsula
% col 6 : West Antarctic Ice Sheet
% col 7 : Victoria Land Coast
% col 8 : Dronning Maud Land Coast
% col 9 : West Antarctica : WAIS+Peninsula
% col 10 : East Antarctica
% col 11 : whole Antarctica


Time (year AD)	1. East Antarctic Plateau	2. Wilkes Land Coast	3. Weddell Sea Coast	4. Antarctic Peninsula	5. West Antarctic Ice Sheet	6. Victoria Land Coast	7. Dronning Maud Land Coast	West Antarctica	East Antarctica	All Antarctica
1365	0.319	0.1566	0.4286	-0.467	0.002	-0.2994	      NaN	-0.1834	0.1165	-0.0113
1375	-0.3037	0.1865	0.2326	-0.7589	-0.1164	-0.9525	      NaN	-0.2296	-0.2759	-0.0095
1385	0.6884	0.4828	1.3986	-0.9056	-0.3377	-1.1869	      NaN	-0.3925	0.4319	-0.0703
1395	-0.911	0.4387	1.2666	-0.1673	-0.6723	-1.4875	      NaN	-0.9306	-0.434	-0.3343
1405	-0.0854	0.5316	0.6756	0.3294	0.3302	-0.863	      NaN	0.0175	0.0407	0.3153
1415	-0.6792	0.5285	0.1606	-0.4398	-0.0529	-0.4614	      NaN	-0.1203	-0.3959	-0.1101
1425	-0.3342	-0.0005	1.3556	-1.3072	-0.0301	-1.0295	      NaN	-0.1751	-0.0342	-0.0241
1435	-0.8225	0.4233	0.4986	-0.6248	-0.172	-0.7551	      NaN	-0.3891	-0.423	-0.0355
1445	-0.3267	-0.011	-0.0064	0.1212	-0.0548	0.1202	      NaN	-0.185	-0.1843	0.1018
1455	-1.0842	0.2178	0.0006	-0.8767	-0.7105	-1.0776	      NaN	-0.7085	-0.6523	-0.6657
1465	0.586	0.2826	0.3306	0.6809	-0.8081	-0.8406	      NaN	-1.1587	0.2546	-0.5583
1475	-0.6892	0.5344	0.4126	0.0882	-0.1405	0.3463	      NaN	-0.1642	-0.0816	-0.0155
1485	0.2854	0.019	-0.9944	-0.3425	0.9338	-0.1538	      NaN	1.1068	0.0041	0.4053
1495	-0.4229	0.081	1.1056	-0.4272	0.1053	-0.5454	      NaN	-0.075	-0.2737	0.0694
1505	0.0364	0.1769	-0.4304	0.1701	-0.1689	-1.2698	      NaN	-0.2701	-0.3814	-0.3578
1515	-0.235	0.4325	-0.1534	-0.5177	0.0448	-1.6131	      NaN	-0.0877	-0.5349	-0.1724
1525	-0.3773	0.9204	0.1786	-0.1703	0.735	-0.1352	      NaN	0.915	-0.2465	0.3475
1535	0.3675	0.1926	0.8236	0.0984	0.4931	0.1633	-1.0429	0.586	0.0913	0.2837
1545	-0.4909	0.0206	0.9926	-0.0863	0.1137	-1.1538	-1.0379	0.1747	-0.1902	0.0958
1555	-0.1023	0.3213	0.1206	-0.8296	0.5441	-0.3891	-1.4402	0.5334	-0.1084	0.3215
1565	-0.304	0.3581	0.2546	0.0112	0.2168	-0.4039	-1.3512	0.2153	-0.1844	0.1238
1575	-1.0344	-0.1132	0.0676	-0.3665	-0.2418	-1.2944	-1.8259	-0.3477	-0.8412	-0.3292
1585	0.5935	0.1277	-0.6834	-0.6409	-0.4791	-1.2585	-0.9721	-0.7444	-0.0495	-0.497
1595	-0.317	0.0007	-0.3674	0.5903	-0.1913	-0.685	-3.1995	-0.3164	-0.4652	-0.0651
1605	-0.0441	0.3563	0.5476	0.0088	0.6241	0.3927	-3.2031	0.8345	-0.2742	0.3675
1615	-0.4215	0.6166	-0.6544	0.3065	-0.0389	0.0558	-1.3734	-0.1546	-0.4387	-0.0867
1625	-0.962	0.2705	0.3286	-0.0624	-0.1087	-1.1158	-1.4144	-0.1541	-0.9899	-0.4357
1635	-0.4329	0.0098	0.3016	-0.1104	0.4346	-0.6605	-0.9858	0.3773	-0.49	0.1192
1645	-0.1673	0.2414	0.5356	-0.3682	0.1518	-0.7062	-1.1233	0.2586	-0.2409	0.015
1655	-0.3863	0.5082	-0.1234	-0.0064	0.6815	-0.4224	-2.0656	0.6202	-0.4813	0.2587
1665	-0.8659	0.0543	1.6186	0.0145	0.3636	-0.0861	-2.7702	0.435	-0.7822	0.0688
1675	-0.3787	0.2862	0.1466	0.0629	-0.4629	-1.1947	-1.2869	-0.536	-0.502	-0.5216
1685	0.0641	0.2924	-0.2714	-0.1086	0.0151	-0.6051	-1.8326	-0.1538	-0.2069	-0.1456
1695	-0.5354	-0.4435	-0.6984	-0.2069	0.5596	-1.2234	-3.6659	0.5587	-1.0352	-0.2286
1705	-0.4406	0.1617	0.3176	0.1226	0.0823	-0.6768	-1.1781	0.0848	-0.5818	-0.1266
1715	-0.0812	0.6477	0.0966	-0.0197	-0.1892	-0.3798	-0.5634	-0.2288	-0.169	-0.0728
1725	0.0586	0.3087	0.9016	-0.3186	-0.217	-1.1452	1.813	-0.124	0.144	-0.2608
1735	-0.3118	0.1388	0.9316	0.2577	-0.1868	-0.5519	-1.3032	-0.1462	-0.2263	-0.0456
1745	-0.264	0.038	-0.1504	-0.0381	-0.873	-0.5081	-1.1667	-0.5912	-0.2165	-0.6168
1755	0.1657	0.0771	0.5776	0.0154	-0.45	-0.9785	0.8449	-0.1023	-0.105	-0.4293
1765	-0.4425	-0.256	-0.0104	0.3351	-0.1413	-1.5521	-1.9584	-0.1246	-0.6578	-0.1983
1775	-0.0631	-0.4239	0.1856	0.2001	-0.6904	-1.0201	0.7372	-0.8351	-0.1502	-0.4199
1785	-0.6579	-0.5608	-0.8124	0.0674	-0.442	0.241	-0.8943	-0.3953	-0.766	-0.4142
1795	-0.5523	-0.236	0.3496	0.0767	-0.031	-0.0559	1.8966	0.0809	-0.3241	-0.188
1805	-0.0249	-0.6138	0.7006	-0.1893	-0.1388	-0.8792	0.797	-0.1345	-0.0749	-0.243
1815	-0.2001	-0.2013	1.0656	0.1045	0.2038	-0.0649	-1.1945	0.0722	-0.124	0.2228
1825	-0.6861	0.1666	-0.4924	-0.1148	0.5817	-0.8788	-1.2163	0.3124	-0.5388	0.2045
1835	-0.1081	0.2515	0.2456	0.614	1.109	-1.0322	-0.1396	0.8498	-0.2945	0.616
1845	-0.0082	-0.5763	0.1106	-0.4835	0.1665	-0.4228	0.2859	0.1383	-0.0413	0.1785
1855	-0.3001	0.2945	-0.6454	-0.2037	0.7919	-1.091	-0.4723	0.9702	-0.1939	0.4032
1865	0.1719	0.8227	-1.3294	-0.4092	0.482	0.3426	0.1044	0.2614	0.237	0.2756
1875	-0.1108	0.1234	-0.9974	0.0612	0.2391	-0.4472	-1.3992	0.2535	-0.3043	0.0101
1885	0.2124	-0.3764	0.2596	-0.0897	0.4495	0.4709	-0.5096	0.391	0.2532	0.4167
1895	0.8142	-0.5774	-0.1834	0.01	0.2973	-0.4515	-0.841	0.4407	0.3745	0.1829
1905	0.0101	-0.5612	0.1576	-0.2059	0.1317	-0.1937	0.2078	0.3023	0.0472	-0.14
1915	-0.3259	-0.6912	0.9196	-0.2019	0.1089	-0.1271	0.1278	0.006	-0.1651	0.1175
1925	0.7026	0.1763	-0.4374	-0.2828	-0.1061	-0.0739	0.0319	-0.4311	0.3554	-0.0696
1935	0.2059	-0.6349	-0.2574	-0.0053	0.2122	0.493	-0.9985	0.0323	0.179	0.3302
1945	0.1011	0.282	0.4816	0.0017	-0.2823	0.3513	-0.5999	-0.4062	0.1186	0.0475
1955	-0.1599	0.1681	-0.2774	-0.1003	-0.2065	-0.578	0.006	-0.0001	-0.208	-0.2026
1965	-0.3429	0.3395	-0.5934	-0.174	-0.1425	0.2083	0.4672	0.0613	-0.2591	-0.2807
1975	-0.4006	-0.0791	-0.6854	0.5379	-0.0471	-0.0264	0.5417	0.0737	-0.289	-0.0498
1985	-0.2022	1.0005	0.6926	0.4306	0.2135	0.0033	0.4692	0.2017	-0.0049	0.1807
1995	0.8622	-0.1644	      NaN	0.5143	0.0034	-0.3878	0.9771	-0.0717	0.4164	0.1976
2005	0.5816	      NaN	      NaN	0.7895	0.8204	-0.6277	1.1064	0.9788	0.1852	0.5167
