Date,Time (GMT),Predicted (m),Verified (m),Preliminary (m),Forecast Guidance(m)
2023/09/01,17:30,-0.053,0.076,-,-
2023/09/01,17:36,-0.027,0.108,-,-
2023/09/01,17:42,-0.002,0.137,-,-
2023/09/01,17:48,0.022,0.166,-,-
2023/09/01,17:54,0.045,0.187,-,-
2023/09/01,18:00,0.068,0.21,-,-
2023/09/01,18:06,0.089,0.228,-,-
2023/09/01,18:12,0.109,0.245,-,-
2023/09/01,18:18,0.127,0.262,-,-
2023/09/01,18:24,0.145,0.282,-,-
2023/09/01,18:30,0.161,0.292,-,-
2023/09/01,18:36,0.176,0.309,-,-
2023/09/01,18:42,0.19,0.323,-,-
2023/09/01,18:48,0.202,0.332,-,-
2023/09/01,18:54,0.213,0.349,-,-
2023/09/01,19:00,0.222,0.354,-,-
2023/09/01,19:06,0.23,0.357,-,-
2023/09/01,19:12,0.236,0.362,-,-
2023/09/01,19:18,0.241,0.374,-,-
2023/09/01,19:24,0.244,0.361,-,-
2023/09/01,19:30,0.246,0.362,-,-
2023/09/01,19:36,0.247,0.369,-,-
2023/09/01,19:42,0.246,0.37,-,-
2023/09/01,19:48,0.244,0.371,-,-
2023/09/01,19:54,0.24,0.362,-,-
2023/09/01,20:00,0.235,0.353,-,-
2023/09/01,20:06,0.228,0.318,-,-
2023/09/01,20:12,0.221,0.306,-,-
2023/09/01,20:18,0.211,0.306,-,-
2023/09/01,20:24,0.201,0.29,-,-
2023/09/01,20:30,0.19,0.271,-,-
2023/09/01,20:36,0.177,0.246,-,-
2023/09/01,20:42,0.163,0.21,-,-
2023/09/01,20:48,0.148,0.179,-,-
2023/09/01,20:54,0.132,0.15,-,-
2023/09/01,21:00,0.114,0.132,-,-
2023/09/01,21:06,0.096,0.108,-,-
2023/09/01,21:12,0.077,0.083,-,-
2023/09/01,21:18,0.057,0.064,-,-
2023/09/01,21:24,0.036,0.048,-,-
2023/09/01,21:30,0.014,0.018,-,-
2023/09/01,21:36,-0.009,-0.009,-,-
2023/09/01,21:42,-0.032,-0.027,-,-
2023/09/01,21:48,-0.056,-0.055,-,-
2023/09/01,21:54,-0.081,-0.092,-,-
2023/09/01,22:00,-0.106,-0.129,-,-
2023/09/01,22:06,-0.132,-0.163,-,-
2023/09/01,22:12,-0.158,-0.197,-,-
2023/09/01,22:18,-0.185,-0.232,-,-
2023/09/01,22:24,-0.213,-0.266,-,-
2023/09/01,22:30,-0.241,-0.288,-,-
2023/09/01,22:36,-0.269,-0.313,-,-
2023/09/01,22:42,-0.297,-0.351,-,-
2023/09/01,22:48,-0.326,-0.382,-,-
2023/09/01,22:54,-0.355,-0.402,-,-
2023/09/01,23:00,-0.384,-0.424,-,-
2023/09/01,23:06,-0.413,-0.45,-,-
2023/09/01,23:12,-0.442,-0.471,-,-
2023/09/01,23:18,-0.472,-0.497,-,-
2023/09/01,23:24,-0.501,-0.526,-,-
2023/09/01,23:30,-0.53,-0.556,-,-
2023/09/01,23:36,-0.559,-0.587,-,-
2023/09/01,23:42,-0.588,-0.617,-,-
2023/09/01,23:48,-0.616,-0.65,-,-
2023/09/01,23:54,-0.644,-0.679,-,-
